ID,Code,Variable,Where
1,4,erosion,NA
1,19,constructQual,NA
1,0,floorMaterial,M
1,4,lajas,NA
1,1,cascajo,NA
1,44,plowing,NA
1,23,stoneDist,NA
1,6,stoneQuant,NA
1,2,intrusiveSherd,NA
1,6,ceramicAbundance,NA
1,1,beans,NA
1,1,nopales,NA
1,0,wallCoreStone,M
1,0,wallFacing,M
1,48,cropWater,NA
1,147,analysisYear,NA
1,132,analysisQuarter,NA
1,11,slope,NA
1,141,collectionYear,NA
1,134,collectionQuarter,NA
1,0,boundInfoQual,M
10,12,erosion,NA
10,12,uncultivate,NA
10,12,silting,NA
10,0,constructQual,M
10,0,floorMaterial,M
10,2,lajas,NA
10,22,stoneDist,NA
10,5,stoneQuant,NA
10,2,intrusiveSherd,NA
10,4,ceramicAbundance,NA
10,1,nopales,NA
10,0,wallCoreOthMat,M
10,0,wallCoreStone,M
10,0,wallFacing,M
10,48,cropWater,NA
10,147,analysisYear,NA
10,132,analysisQuarter,NA
10,11,slope,NA
10,141,collectionYear,NA
10,134,collectionQuarter,NA
10,0,boundInfoQual,M
100,4,erosion,NA
100,12,pitCultivate,NA
100,12,silting,NA
100,12,siteAlteration,NA
100,18,constructQual,NA
100,0,floorMaterial,M
100,4,lajas,NA
100,1,tepetate,NA
100,22,stoneDist,NA
100,4,stoneQuant,NA
100,2,intrusiveSherd,NA
100,4,ceramicAbundance,NA
100,1,magueys,NA
100,0,wallCoreOthMat,M
100,0,wallCoreStone,M
100,0,wallFacing,M
100,48,cropWater,NA
100,147,analysisYear,NA
100,132,analysisQuarter,NA
100,12,slope,NA
100,141,collectionYear,NA
100,134,collectionQuarter,NA
100,136,boundInfoQual,NA
1000,12,erosion,NA
1000,12,uncultivate,NA
1000,0,constructQual,M
1000,0,floorMaterial,M
1000,22,stoneDist,NA
1000,4,stoneQuant,NA
1000,2,intrusiveSherd,NA
1000,4,ceramicAbundance,NA
1000,0,wallCoreOthMat,M
1000,0,wallCoreStone,M
1000,0,wallFacing,M
1000,48,cropWater,NA
1000,144,analysisYear,NA
1000,134,analysisQuarter,NA
1000,11,slope,NA
1000,144,collectionYear,NA
1000,134,collectionQuarter,NA
1000,0,boundInfoQual,M
1001,4,erosion,NA
1001,0,fallow,M
1001,0,uncultivate,M
1001,18,constructQual,NA
1001,0,floorMaterial,M
1001,4,lajas,NA
1001,6,tepetate,NA
1001,6,cascajo,NA
1001,0,plowing,M
1001,22,stoneDist,NA
1001,6,stoneQuant,NA
1001,2,intrusiveSherd,NA
1001,6,ceramicAbundance,NA
1001,0,milpa,M
1001,0,barley,M
1001,0,beans,M
1001,0,alfalfaCut,M
1001,0,alfalfaUncut,M
1001,0,nopales,M
1001,0,magueys,M
1001,0,wallCoreOthMat,M
1001,0,wallCoreStone,M
1001,0,wallFacing,M
1001,48,cropWater,NA
1001,144,analysisYear,NA
1001,134,analysisQuarter,NA
1001,11,slope,NA
1001,144,collectionYear,NA
1001,134,collectionQuarter,NA
1001,138,boundInfoQual,NA
1002,4,erosion,NA
1002,12,uncultivate,NA
1002,19,constructQual,NA
1002,0,floorMaterial,M
1002,10,cascajo,NA
1002,22,stoneDist,NA
1002,4,stoneQuant,NA
1002,2,intrusiveSherd,NA
1002,4,ceramicAbundance,NA
1002,0,wallCoreOthMat,M
1002,0,wallCoreStone,M
1002,0,wallFacing,M
1002,48,cropWater,NA
1002,144,analysisYear,NA
1002,134,analysisQuarter,NA
1002,11,slope,NA
1002,144,collectionYear,NA
1002,134,collectionQuarter,NA
1002,136,boundInfoQual,NA
1003,12,uncultivate,NA
1003,0,constructQual,M
1003,0,floorMaterial,M
1003,22,stoneDist,NA
1003,2,stoneQuant,NA
1003,0,intrusiveSherd,M
1003,0,ceramicAbundance,M
1003,0,wallCoreOthMat,M
1003,0,wallCoreStone,M
1003,0,wallFacing,M
1003,48,cropWater,NA
1003,0,analysisYear,M
1003,0,analysisQuarter,M
1003,11,slope,NA
1003,144,collectionYear,NA
1003,134,collectionQuarter,NA
1003,0,boundInfoQual,M
1004,4,erosion,NA
1004,16,walls,NA
1004,12,fallow,NA
1004,12,pitLoot,NA
1004,12,stoneClearing,NA
1004,12,stoneRows,NA
1004,6,siteAlteration,NA
1004,19,constructQual,NA
1004,0,floorMaterial,M
1004,8,lajas,NA
1004,8,tepetate,NA
1004,8,cascajo,NA
1004,1,concrete,NA
1004,1,plasterUnpaint,NA
1004,44,plowing,NA
1004,22,stoneDist,NA
1004,8,stoneQuant,NA
1004,2,intrusiveSherd,NA
1004,7,ceramicAbundance,NA
1004,40,wallCoreOthMat,NA
1004,48,cropWater,NA
1004,144,analysisYear,NA
1004,134,analysisQuarter,NA
1004,11,slope,NA
1004,144,collectionYear,NA
1004,134,collectionQuarter,NA
1004,136,boundInfoQual,NA
1005,4,erosion,NA
1005,12,fallow,NA
1005,12,pitLoot,NA
1005,12,stoneClearing,NA
1005,12,stoneRows,NA
1005,6,siteAlteration,NA
1005,19,constructQual,NA
1005,0,floorMaterial,M
1005,6,lajas,NA
1005,10,tepetate,NA
1005,8,cascajo,NA
1005,1,concrete,NA
1005,44,plowing,NA
1005,22,stoneDist,NA
1005,6,stoneQuant,NA
1005,2,intrusiveSherd,NA
1005,7,ceramicAbundance,NA
1005,0,wallCoreOthMat,M
1005,0,wallCoreStone,M
1005,0,wallFacing,M
1005,48,cropWater,NA
1005,144,analysisYear,NA
1005,134,analysisQuarter,NA
1005,11,slope,NA
1005,144,collectionYear,NA
1005,134,collectionQuarter,NA
1005,136,boundInfoQual,NA
1006,4,erosion,NA
1006,12,fallow,NA
1006,12,stoneClearing,NA
1006,12,stoneRows,NA
1006,19,constructQual,NA
1006,0,floorMaterial,M
1006,6,lajas,NA
1006,6,tepetate,NA
1006,8,cascajo,NA
1006,1,concrete,NA
1006,23,stoneDist,NA
1006,8,stoneQuant,NA
1006,2,intrusiveSherd,NA
1006,6,ceramicAbundance,NA
1006,0,wallCoreOthMat,M
1006,0,wallCoreStone,M
1006,0,wallFacing,M
1006,48,cropWater,NA
1006,144,analysisYear,NA
1006,134,analysisQuarter,NA
1006,11,slope,NA
1006,144,collectionYear,NA
1006,134,collectionQuarter,NA
1006,136,boundInfoQual,NA
1007,4,erosion,NA
1007,12,fallow,NA
1007,19,constructQual,NA
1007,0,floorMaterial,M
1007,4,lajas,NA
1007,6,tepetate,NA
1007,4,cascajo,NA
1007,44,plowing,NA
1007,22,stoneDist,NA
1007,6,stoneQuant,NA
1007,2,intrusiveSherd,NA
1007,8,ceramicAbundance,NA
1007,0,wallCoreOthMat,M
1007,0,wallCoreStone,M
1007,0,wallFacing,M
1007,48,cropWater,NA
1007,144,analysisYear,NA
1007,134,analysisQuarter,NA
1007,11,slope,NA
1007,144,collectionYear,NA
1007,134,collectionQuarter,NA
1007,0,boundInfoQual,M
1008,4,erosion,NA
1008,12,fallow,NA
1008,0,constructQual,M
1008,0,floorMaterial,M
1008,4,lajas,NA
1008,44,plowing,NA
1008,22,stoneDist,NA
1008,4,stoneQuant,NA
1008,2,intrusiveSherd,NA
1008,5,ceramicAbundance,NA
1008,0,wallCoreOthMat,M
1008,0,wallCoreStone,M
1008,0,wallFacing,M
1008,48,cropWater,NA
1008,144,analysisYear,NA
1008,134,analysisQuarter,NA
1008,11,slope,NA
1008,144,collectionYear,NA
1008,134,collectionQuarter,NA
1008,0,boundInfoQual,M
1009,4,erosion,NA
1009,12,fallow,NA
1009,12,pitLoot,NA
1009,12,stoneClearing,NA
1009,6,siteAlteration,NA
1009,19,constructQual,NA
1009,0,floorMaterial,M
1009,8,lajas,NA
1009,6,tepetate,NA
1009,8,cascajo,NA
1009,44,plowing,NA
1009,22,stoneDist,NA
1009,8,stoneQuant,NA
1009,2,intrusiveSherd,NA
1009,8,ceramicAbundance,NA
1009,0,wallCoreOthMat,M
1009,0,wallCoreStone,M
1009,0,wallFacing,M
1009,48,cropWater,NA
1009,144,analysisYear,NA
1009,134,analysisQuarter,NA
1009,11,slope,NA
1009,144,collectionYear,NA
1009,134,collectionQuarter,NA
1009,136,boundInfoQual,NA
101,12,erosion,NA
101,52,walls,NA
101,12,pitCultivate,NA
101,12,terracing,NA
101,18,constructQual,NA
101,0,floorMaterial,M
101,1,lajas,NA
101,22,stoneDist,NA
101,6,stoneQuant,NA
101,2,intrusiveSherd,NA
101,6,ceramicAbundance,NA
101,1,nopales,NA
101,1,magueys,NA
101,0,wallCoreOthMat,M
101,0,wallCoreStone,M
101,0,wallFacing,M
101,48,cropWater,NA
101,148,analysisYear,NA
101,135,analysisQuarter,NA
101,12,slope,NA
101,140,collectionYear,NA
101,134,collectionQuarter,NA
101,136,boundInfoQual,NA
1010,4,erosion,NA
1010,18,constructQual,NA
1010,0,floorMaterial,M
1010,4,lajas,NA
1010,4,cascajo,NA
1010,44,plowing,NA
1010,22,stoneDist,NA
1010,4,stoneQuant,NA
1010,2,intrusiveSherd,NA
1010,7,ceramicAbundance,NA
1010,1,beans,NA
1010,0,wallCoreOthMat,M
1010,0,wallCoreStone,M
1010,0,wallFacing,M
1010,48,cropWater,NA
1010,144,analysisYear,NA
1010,134,analysisQuarter,NA
1010,11,slope,NA
1010,144,collectionYear,NA
1010,134,collectionQuarter,NA
1010,138,boundInfoQual,NA
1011,4,erosion,NA
1011,16,walls,NA
1011,19,constructQual,NA
1011,0,floorMaterial,M
1011,4,lajas,NA
1011,6,tepetate,NA
1011,6,cascajo,NA
1011,44,plowing,NA
1011,22,stoneDist,NA
1011,4,stoneQuant,NA
1011,2,intrusiveSherd,NA
1011,6,ceramicAbundance,NA
1011,1,beans,NA
1011,40,wallCoreOthMat,NA
1011,0,wallFacing,M
1011,48,cropWater,NA
1011,144,analysisYear,NA
1011,134,analysisQuarter,NA
1011,11,slope,NA
1011,144,collectionYear,NA
1011,134,collectionQuarter,NA
1011,137,boundInfoQual,NA
1012,4,erosion,NA
1012,12,fallow,NA
1012,19,constructQual,NA
1012,0,floorMaterial,M
1012,0,lajas,M
1012,0,tepetate,M
1012,0,adobe,M
1012,0,xalnene,M
1012,8,cascajo,NA
1012,1,concrete,NA
1012,1,plasterUnpaint,NA
1012,44,plowing,NA
1012,0,stoneDist,M
1012,0,stoneQuant,M
1012,2,intrusiveSherd,NA
1012,8,ceramicAbundance,NA
1012,0,wallCoreOthMat,M
1012,0,wallCoreStone,M
1012,0,wallFacing,M
1012,48,cropWater,NA
1012,144,analysisYear,NA
1012,134,analysisQuarter,NA
1012,11,slope,NA
1012,144,collectionYear,NA
1012,134,collectionQuarter,NA
1012,136,boundInfoQual,NA
1013,4,erosion,NA
1013,1,floors,NA
1013,52,walls,NA
1013,12,fallow,NA
1013,12,pitLoot,NA
1013,12,stoneClearing,NA
1013,6,siteAlteration,NA
1013,19,constructQual,NA
1013,30,floorMaterial,NA
1013,8,lajas,NA
1013,8,tepetate,NA
1013,10,cascajo,NA
1013,1,concrete,NA
1013,1,plasterPaint,NA
1013,1,plasterUnpaint,NA
1013,44,plowing,NA
1013,22,stoneDist,NA
1013,8,stoneQuant,NA
1013,2,intrusiveSherd,NA
1013,8,ceramicAbundance,NA
1013,0,wallCoreStone,M
1013,33,wallFacing,NA
1013,48,cropWater,NA
1013,144,analysisYear,NA
1013,134,analysisQuarter,NA
1013,11,slope,NA
1013,144,collectionYear,NA
1013,134,collectionQuarter,NA
1013,136,boundInfoQual,NA
1014,12,erosion,NA
1014,51,walls,NA
1014,12,uncultivate,NA
1014,19,constructQual,NA
1014,0,floorMaterial,M
1014,4,lajas,NA
1014,4,tepetate,NA
1014,4,cascajo,NA
1014,22,stoneDist,NA
1014,8,stoneQuant,NA
1014,2,intrusiveSherd,NA
1014,5,ceramicAbundance,NA
1014,1,wallCoreStone,NA
1014,48,cropWater,NA
1014,144,analysisYear,NA
1014,134,analysisQuarter,NA
1014,11,slope,NA
1014,144,collectionYear,NA
1014,134,collectionQuarter,NA
1014,136,boundInfoQual,NA
1015,4,erosion,NA
1015,52,floors,NA
1015,51,walls,NA
1015,51,taludes,NA
1015,12,fallow,NA
1015,12,pitLoot,NA
1015,12,stoneClearing,NA
1015,6,siteAlteration,NA
1015,19,constructQual,NA
1015,30,floorMaterial,NA
1015,8,lajas,NA
1015,8,tepetate,NA
1015,8,cascajo,NA
1015,1,concrete,NA
1015,44,plowing,NA
1015,22,stoneDist,NA
1015,8,stoneQuant,NA
1015,2,intrusiveSherd,NA
1015,8,ceramicAbundance,NA
1015,40,wallCoreOthMat,NA
1015,0,wallCoreStone,M
1015,48,cropWater,NA
1015,144,analysisYear,NA
1015,134,analysisQuarter,NA
1015,11,slope,NA
1015,144,collectionYear,NA
1015,134,collectionQuarter,NA
1015,136,boundInfoQual,NA
1016,4,erosion,NA
1016,12,uncultivate,NA
1016,18,constructQual,NA
1016,0,floorMaterial,M
1016,4,lajas,NA
1016,4,cascajo,NA
1016,22,stoneDist,NA
1016,6,stoneQuant,NA
1016,2,intrusiveSherd,NA
1016,5,ceramicAbundance,NA
1016,0,wallCoreOthMat,M
1016,0,wallCoreStone,M
1016,0,wallFacing,M
1016,48,cropWater,NA
1016,144,analysisYear,NA
1016,134,analysisQuarter,NA
1016,11,slope,NA
1016,144,collectionYear,NA
1016,134,collectionQuarter,NA
1016,138,boundInfoQual,NA
1017,4,erosion,NA
1017,12,uncultivate,NA
1017,19,constructQual,NA
1017,0,floorMaterial,M
1017,6,lajas,NA
1017,8,tepetate,NA
1017,10,cascajo,NA
1017,1,concrete,NA
1017,22,stoneDist,NA
1017,7,stoneQuant,NA
1017,2,intrusiveSherd,NA
1017,6,ceramicAbundance,NA
1017,0,wallCoreOthMat,M
1017,0,wallCoreStone,M
1017,0,wallFacing,M
1017,48,cropWater,NA
1017,144,analysisYear,NA
1017,134,analysisQuarter,NA
1017,11,slope,NA
1017,144,collectionYear,NA
1017,134,collectionQuarter,NA
1017,0,boundInfoQual,M
1018,4,erosion,NA
1018,12,uncultivate,NA
1018,18,constructQual,NA
1018,0,floorMaterial,M
1018,4,lajas,NA
1018,8,tepetate,NA
1018,4,cascajo,NA
1018,22,stoneDist,NA
1018,8,stoneQuant,NA
1018,2,intrusiveSherd,NA
1018,5,ceramicAbundance,NA
1018,0,wallCoreOthMat,M
1018,0,wallCoreStone,M
1018,0,wallFacing,M
1018,48,cropWater,NA
1018,144,analysisYear,NA
1018,134,analysisQuarter,NA
1018,11,slope,NA
1018,144,collectionYear,NA
1018,134,collectionQuarter,NA
1018,0,boundInfoQual,M
1019,4,erosion,NA
1019,12,fallow,NA
1019,12,pitLoot,NA
1019,12,stoneClearing,NA
1019,6,siteAlteration,NA
1019,19,constructQual,NA
1019,0,floorMaterial,M
1019,4,lajas,NA
1019,4,tepetate,NA
1019,4,cascajo,NA
1019,44,plowing,NA
1019,22,stoneDist,NA
1019,7,stoneQuant,NA
1019,2,intrusiveSherd,NA
1019,7,ceramicAbundance,NA
1019,0,wallCoreOthMat,M
1019,0,wallCoreStone,M
1019,0,wallFacing,M
1019,48,cropWater,NA
1019,144,analysisYear,NA
1019,134,analysisQuarter,NA
1019,11,slope,NA
1019,144,collectionYear,NA
1019,134,collectionQuarter,NA
1019,137,boundInfoQual,NA
102,4,erosion,NA
102,51,floors,NA
102,52,walls,NA
102,12,uncultivate,NA
102,19,constructQual,NA
102,30,floorMaterial,NA
102,4,lajas,NA
102,8,cascajo,NA
102,22,stoneDist,NA
102,8,stoneQuant,NA
102,2,intrusiveSherd,NA
102,6,ceramicAbundance,NA
102,1,wallCoreStone,NA
102,0,cropWater,M
102,143,analysisYear,NA
102,134,analysisQuarter,NA
102,12,slope,NA
102,143,collectionYear,NA
102,134,collectionQuarter,NA
102,136,boundInfoQual,NA
1020,4,erosion,NA
1020,12,pitLoot,NA
1020,12,stoneClearing,NA
1020,6,siteAlteration,NA
1020,18,constructQual,NA
1020,0,floorMaterial,M
1020,4,lajas,NA
1020,6,cascajo,NA
1020,44,plowing,NA
1020,22,stoneDist,NA
1020,4,stoneQuant,NA
1020,2,intrusiveSherd,NA
1020,9,ceramicAbundance,NA
1020,1,beans,NA
1020,0,wallCoreOthMat,M
1020,0,wallCoreStone,M
1020,0,wallFacing,M
1020,48,cropWater,NA
1020,144,analysisYear,NA
1020,134,analysisQuarter,NA
1020,11,slope,NA
1020,144,collectionYear,NA
1020,134,collectionQuarter,NA
1020,136,boundInfoQual,NA
1021,4,erosion,NA
1021,12,pitLoot,NA
1021,12,stoneClearing,NA
1021,12,stoneRows,NA
1021,6,siteAlteration,NA
1021,19,constructQual,NA
1021,0,floorMaterial,M
1021,6,lajas,NA
1021,8,tepetate,NA
1021,8,cascajo,NA
1021,44,plowing,NA
1021,22,stoneDist,NA
1021,8,stoneQuant,NA
1021,2,intrusiveSherd,NA
1021,7,ceramicAbundance,NA
1021,1,beans,NA
1021,0,wallCoreOthMat,M
1021,0,wallCoreStone,M
1021,0,wallFacing,M
1021,48,cropWater,NA
1021,144,analysisYear,NA
1021,134,analysisQuarter,NA
1021,11,slope,NA
1021,144,collectionYear,NA
1021,134,collectionQuarter,NA
1021,136,boundInfoQual,NA
1022,4,erosion,NA
1022,1,landLeveling,NA
1022,12,pitLoot,NA
1022,12,stoneClearing,NA
1022,12,siteAlteration,NA
1022,19,constructQual,NA
1022,0,floorMaterial,M
1022,6,lajas,NA
1022,8,tepetate,NA
1022,10,cascajo,NA
1022,1,concrete,NA
1022,44,plowing,NA
1022,22,stoneDist,NA
1022,8,stoneQuant,NA
1022,2,intrusiveSherd,NA
1022,5,ceramicAbundance,NA
1022,1,beans,NA
1022,1,magueys,NA
1022,0,wallCoreOthMat,M
1022,0,wallCoreStone,M
1022,0,wallFacing,M
1022,48,cropWater,NA
1022,144,analysisYear,NA
1022,134,analysisQuarter,NA
1022,11,slope,NA
1022,144,collectionYear,NA
1022,134,collectionQuarter,NA
1022,136,boundInfoQual,NA
1023,4,erosion,NA
1023,51,floors,NA
1023,51,walls,NA
1023,12,pitLoot,NA
1023,12,stoneClearing,NA
1023,6,siteAlteration,NA
1023,19,constructQual,NA
1023,30,floorMaterial,NA
1023,4,lajas,NA
1023,6,cascajo,NA
1023,1,concrete,NA
1023,1,plasterUnpaint,NA
1023,44,plowing,NA
1023,22,stoneDist,NA
1023,6,stoneQuant,NA
1023,2,intrusiveSherd,NA
1023,6,ceramicAbundance,NA
1023,1,beans,NA
1023,40,wallCoreOthMat,NA
1023,48,cropWater,NA
1023,144,analysisYear,NA
1023,134,analysisQuarter,NA
1023,11,slope,NA
1023,144,collectionYear,NA
1023,134,collectionQuarter,NA
1023,137,boundInfoQual,NA
1024,4,erosion,NA
1024,12,fallow,NA
1024,12,pitLoot,NA
1024,12,stoneClearing,NA
1024,11,siteAlteration,NA
1024,19,constructQual,NA
1024,0,floorMaterial,M
1024,4,lajas,NA
1024,8,tepetate,NA
1024,8,cascajo,NA
1024,44,plowing,NA
1024,23,stoneDist,NA
1024,6,stoneQuant,NA
1024,2,intrusiveSherd,NA
1024,5,ceramicAbundance,NA
1024,0,wallCoreOthMat,M
1024,0,wallCoreStone,M
1024,0,wallFacing,M
1024,48,cropWater,NA
1024,144,analysisYear,NA
1024,134,analysisQuarter,NA
1024,11,slope,NA
1024,144,collectionYear,NA
1024,134,collectionQuarter,NA
1024,136,boundInfoQual,NA
1025,4,erosion,NA
1025,19,constructQual,NA
1025,0,floorMaterial,M
1025,6,lajas,NA
1025,4,tepetate,NA
1025,4,cascajo,NA
1025,44,plowing,NA
1025,22,stoneDist,NA
1025,6,stoneQuant,NA
1025,2,intrusiveSherd,NA
1025,6,ceramicAbundance,NA
1025,1,beans,NA
1025,0,wallCoreOthMat,M
1025,0,wallCoreStone,M
1025,0,wallFacing,M
1025,48,cropWater,NA
1025,144,analysisYear,NA
1025,134,analysisQuarter,NA
1025,11,slope,NA
1025,144,collectionYear,NA
1025,134,collectionQuarter,NA
1025,138,boundInfoQual,NA
1026,4,erosion,NA
1026,12,stoneClearing,NA
1026,18,constructQual,NA
1026,0,floorMaterial,M
1026,4,lajas,NA
1026,44,plowing,NA
1026,22,stoneDist,NA
1026,4,stoneQuant,NA
1026,2,intrusiveSherd,NA
1026,5,ceramicAbundance,NA
1026,1,milpa,NA
1026,1,beans,NA
1026,0,wallCoreOthMat,M
1026,0,wallCoreStone,M
1026,0,wallFacing,M
1026,48,cropWater,NA
1026,144,analysisYear,NA
1026,134,analysisQuarter,NA
1026,11,slope,NA
1026,144,collectionYear,NA
1026,134,collectionQuarter,NA
1026,138,boundInfoQual,NA
1027,4,erosion,NA
1027,12,stoneClearing,NA
1027,19,constructQual,NA
1027,0,floorMaterial,M
1027,4,lajas,NA
1027,8,cascajo,NA
1027,1,concrete,NA
1027,44,plowing,NA
1027,22,stoneDist,NA
1027,4,stoneQuant,NA
1027,2,intrusiveSherd,NA
1027,8,ceramicAbundance,NA
1027,1,milpa,NA
1027,1,beans,NA
1027,0,wallCoreOthMat,M
1027,0,wallCoreStone,M
1027,0,wallFacing,M
1027,48,cropWater,NA
1027,144,analysisYear,NA
1027,134,analysisQuarter,NA
1027,11,slope,NA
1027,144,collectionYear,NA
1027,134,collectionQuarter,NA
1027,137,boundInfoQual,NA
1028,4,erosion,NA
1028,19,constructQual,NA
1028,0,floorMaterial,M
1028,4,cascajo,NA
1028,44,plowing,NA
1028,22,stoneDist,NA
1028,4,stoneQuant,NA
1028,2,intrusiveSherd,NA
1028,4,ceramicAbundance,NA
1028,1,milpa,NA
1028,1,beans,NA
1028,0,wallCoreOthMat,M
1028,0,wallCoreStone,M
1028,0,wallFacing,M
1028,48,cropWater,NA
1028,144,analysisYear,NA
1028,134,analysisQuarter,NA
1028,11,slope,NA
1028,144,collectionYear,NA
1028,134,collectionQuarter,NA
1028,0,boundInfoQual,M
1029,4,erosion,NA
1029,1,landLeveling,NA
1029,12,pitLoot,NA
1029,12,stoneClearing,NA
1029,12,stoneRows,NA
1029,6,siteAlteration,NA
1029,19,constructQual,NA
1029,0,floorMaterial,M
1029,0,lajas,M
1029,8,tepetate,NA
1029,0,adobe,M
1029,0,xalnene,M
1029,0,cascajo,M
1029,1,concrete,NA
1029,1,plasterUnpaint,NA
1029,44,plowing,NA
1029,22,stoneDist,NA
1029,10,stoneQuant,NA
1029,2,intrusiveSherd,NA
1029,7,ceramicAbundance,NA
1029,1,milpa,NA
1029,0,wallCoreOthMat,M
1029,0,wallCoreStone,M
1029,0,wallFacing,M
1029,48,cropWater,NA
1029,144,analysisYear,NA
1029,134,analysisQuarter,NA
1029,11,slope,NA
1029,144,collectionYear,NA
1029,134,collectionQuarter,NA
1029,136,boundInfoQual,NA
103,4,erosion,NA
103,12,uncultivate,NA
103,12,terracing,NA
103,6,siteAlteration,NA
103,0,constructQual,M
103,0,floorMaterial,M
103,4,lajas,NA
103,22,stoneDist,NA
103,8,stoneQuant,NA
103,2,intrusiveSherd,NA
103,6,ceramicAbundance,NA
103,1,nopales,NA
103,0,wallCoreOthMat,M
103,0,wallCoreStone,M
103,0,wallFacing,M
103,48,cropWater,NA
103,147,analysisYear,NA
103,132,analysisQuarter,NA
103,12,slope,NA
103,141,collectionYear,NA
103,134,collectionQuarter,NA
103,0,boundInfoQual,M
1030,12,erosion,NA
1030,12,fallow,NA
1030,6,siteAlteration,NA
1030,19,constructQual,NA
1030,0,floorMaterial,M
1030,8,lajas,NA
1030,10,tepetate,NA
1030,0,cascajo,M
1030,1,concrete,NA
1030,1,plasterUnpaint,NA
1030,44,plowing,NA
1030,22,stoneDist,NA
1030,8,stoneQuant,NA
1030,2,intrusiveSherd,NA
1030,6,ceramicAbundance,NA
1030,0,wallCoreOthMat,M
1030,0,wallCoreStone,M
1030,0,wallFacing,M
1030,48,cropWater,NA
1030,144,analysisYear,NA
1030,134,analysisQuarter,NA
1030,11,slope,NA
1030,144,collectionYear,NA
1030,134,collectionQuarter,NA
1030,137,boundInfoQual,NA
1031,12,erosion,NA
1031,12,fallow,NA
1031,12,roadOrRail,NA
1031,6,siteAlteration,NA
1031,0,constructQual,M
1031,0,floorMaterial,M
1031,4,lajas,NA
1031,4,cascajo,NA
1031,1,concrete,NA
1031,1,plasterUnpaint,NA
1031,44,plowing,NA
1031,22,stoneDist,NA
1031,6,stoneQuant,NA
1031,2,intrusiveSherd,NA
1031,5,ceramicAbundance,NA
1031,0,wallCoreOthMat,M
1031,0,wallCoreStone,M
1031,0,wallFacing,M
1031,48,cropWater,NA
1031,144,analysisYear,NA
1031,134,analysisQuarter,NA
1031,11,slope,NA
1031,144,collectionYear,NA
1031,134,collectionQuarter,NA
1031,0,boundInfoQual,M
1032,4,erosion,NA
1032,12,fallow,NA
1032,11,siteAlteration,NA
1032,0,constructQual,M
1032,0,floorMaterial,M
1032,6,lajas,NA
1032,4,tepetate,NA
1032,0,cascajo,M
1032,44,plowing,NA
1032,22,stoneDist,NA
1032,7,stoneQuant,NA
1032,2,intrusiveSherd,NA
1032,4,ceramicAbundance,NA
1032,0,wallCoreOthMat,M
1032,0,wallCoreStone,M
1032,0,wallFacing,M
1032,48,cropWater,NA
1032,144,analysisYear,NA
1032,134,analysisQuarter,NA
1032,11,slope,NA
1032,144,collectionYear,NA
1032,134,collectionQuarter,NA
1032,0,boundInfoQual,M
1033,12,erosion,NA
1033,4,landLeveling,NA
1033,12,pitLoot,NA
1033,12,stoneClearing,NA
1033,6,siteAlteration,NA
1033,18,constructQual,NA
1033,0,floorMaterial,M
1033,4,lajas,NA
1033,4,tepetate,NA
1033,6,cascajo,NA
1033,44,plowing,NA
1033,22,stoneDist,NA
1033,6,stoneQuant,NA
1033,2,intrusiveSherd,NA
1033,4,ceramicAbundance,NA
1033,1,milpa,NA
1033,0,wallCoreOthMat,M
1033,0,wallCoreStone,M
1033,0,wallFacing,M
1033,48,cropWater,NA
1033,144,analysisYear,NA
1033,134,analysisQuarter,NA
1033,11,slope,NA
1033,144,collectionYear,NA
1033,134,collectionQuarter,NA
1033,138,boundInfoQual,NA
1034,12,erosion,NA
1034,12,pitLoot,NA
1034,12,stoneClearing,NA
1034,6,siteAlteration,NA
1034,19,constructQual,NA
1034,0,floorMaterial,M
1034,4,lajas,NA
1034,4,tepetate,NA
1034,10,cascajo,NA
1034,1,concrete,NA
1034,1,plasterUnpaint,NA
1034,44,plowing,NA
1034,22,stoneDist,NA
1034,6,stoneQuant,NA
1034,2,intrusiveSherd,NA
1034,6,ceramicAbundance,NA
1034,1,milpa,NA
1034,0,wallCoreOthMat,M
1034,0,wallCoreStone,M
1034,0,wallFacing,M
1034,48,cropWater,NA
1034,144,analysisYear,NA
1034,134,analysisQuarter,NA
1034,11,slope,NA
1034,144,collectionYear,NA
1034,134,collectionQuarter,NA
1034,137,boundInfoQual,NA
1035,12,erosion,NA
1035,12,uncultivate,NA
1035,18,constructQual,NA
1035,0,floorMaterial,M
1035,4,lajas,NA
1035,4,cascajo,NA
1035,22,stoneDist,NA
1035,7,stoneQuant,NA
1035,2,intrusiveSherd,NA
1035,5,ceramicAbundance,NA
1035,0,wallCoreOthMat,M
1035,0,wallCoreStone,M
1035,0,wallFacing,M
1035,48,cropWater,NA
1035,144,analysisYear,NA
1035,135,analysisQuarter,NA
1035,11,slope,NA
1035,144,collectionYear,NA
1035,135,collectionQuarter,NA
1035,0,boundInfoQual,M
1036,12,erosion,NA
1036,0,constructQual,M
1036,0,floorMaterial,M
1036,44,plowing,NA
1036,22,stoneDist,NA
1036,4,stoneQuant,NA
1036,2,intrusiveSherd,NA
1036,5,ceramicAbundance,NA
1036,1,beans,NA
1036,0,wallCoreOthMat,M
1036,0,wallCoreStone,M
1036,0,wallFacing,M
1036,48,cropWater,NA
1036,144,analysisYear,NA
1036,135,analysisQuarter,NA
1036,11,slope,NA
1036,144,collectionYear,NA
1036,135,collectionQuarter,NA
