Arch Poly ID,ID,Area of SSN Coverage
797,951,62.76400596
796,952,42.90748106
795,952,68.16690982
794,953,1911.098716
793,954,51.51890659
778,955,45.4626134
777,956,2387.250309
792,957,3974.431882
776,958,2160.844021
789,959,1349.906606
790,959,1349.906606
790,960,1743.937028
790,961,0.70792479
791,961,99.02701921
801,962,42.67803215
788,963,64.14689693
818,964,997.2487948
802,965,41.31116482
803,966,34.64385155
819,967,1490.132362
775,968,1657.022277
787,969,42.2933384
815,970,54.97036903
786,971,2628.979539
774,972,44.45740573
785,972,3269.37481
783,972,2839.540974
779,972,1304.557034
780,972,4069.492779
784,973,3340.073621
807,974,49.56382022
804,975,47.26257341
806,976,44.38402294
805,976,50.15409928
811,977,39.19708468
783,978,2839.540974
774,979,44.45740573
785,979,3269.37481
783,979,2839.540974
779,979,1304.557034
780,979,4069.492779
773,980,1489.37762
772,981,1911.414261
779,982,1304.557034
780,983,4069.492779
781,984,2033.464823
1244,986,0.8593426
1365,986,1022.974068
1367,987,192.6578762
1244,988,178.6327885
1366,989,299.4280068
1367,989,3.029648934
1367,990,5.222976081
1347,992,2315.810446
1346,993,333.0768603
1348,994,778.8649181
1349,995,3259.220141
1331,996,786.7432384
1332,996,786.7432384
1332,997,710.3254001
1330,998,1239.371255
1332,998,44.74699095
1349,999,110.239279
1351,1001,24.22635382
1337,1002,59.58446772
1350,1002,1191.106495
1350,1003,76.8522759
1363,1004,3102.861603
1361,1005,1337.021032
1358,1005,0.05153419
1362,1006,1877.919372
1357,1007,947.9634141
1358,1008,0.079099546
1358,1009,2437.432873
1360,1010,34.56137994
1359,1010,36.18592922
1364,1011,461.3170378
1352,1012,2476.338933
1344,1013,0.421987849
1353,1013,5019.227772
1336,1014,1837.716949
1337,1015,5197.2488
1338,1016,46.76269178
1321,1017,778.0589584
1339,1019,1149.484295
1340,1021,1563.728807
1345,1022,3084.006545
1343,1023,2617.134208
1344,1024,384.8563122
1342,1025,197.5828389
1354,1026,63.21494452
1355,1027,1916.540252
1356,1029,5504.894032
1320,1030,1781.714094
1315,1031,73.43374742
1319,1033,52.70367398
1318,1034,3145.970313
1341,1036,96.84167913
1343,1037,20.05877497
1320,1038,30.86330193
1335,1039,1342.692275
1334,1040,957.7017169
1335,1041,0.64569683
1333,1042,49.52999809
1328,1043,58.49318543
1329,1044,1671.543437
1327,1045,2982.691003
1326,1046,51.19172009
1316,1047,1937.774353
1323,1049,571.1669656
1322,1050,56.93089778
1315,1051,1494.762756
1317,1053,1138.244703
1324,1054,3140.657169
1325,1055,2079.370589
1330,1059,13.59089821
1347,1061,30.25557371
1897,1064,829.1059347
1898,1065,44.01170638
1898,1066,44.01170638
1897,1067,7.367701789
1895,1067,1102.243711
1896,1068,448.0411079
1897,1068,5.007679083
1896,1069,1158.83718
1882,1070,3107.893604
1892,1071,1885.27456
1883,1072,2411.987479
1865,1073,2690.101757
1866,1074,33.22526215
1881,1074,36.50179009
1899,1075,33.57015769
1894,1076,3774.273737
1882,1077,65.8056151
1893,1077,29.69745259
1872,1078,3205.431963
1876,1079,612.1119139
1875,1080,396.2600571
1877,1081,2783.125572
1791,1081,18.47673683
1874,1082,5.21900103
1871,1082,2725.67331
1870,1083,295.4768116
1878,1084,2465.750297
1880,1085,3380.209354
1879,1086,2576.940171
1857,1088,2509.752296
1858,1088,22.98969717
2585,1089,71.36011154
1856,1089,3300.161248
1858,1089,9.804309162
1858,1090,2367.861762
1874,1091,2782.331234
1873,1093,909.6177787
1868,1094,3962.464285
1869,1095,47.9293752
1867,1096,944.7761048
1864,1097,2951.934762
1884,1098,743.3137422
1889,1100,67.9177947
1888,1100,65.2842218
1860,1101,3666.612177
1861,1102,3269.755207
1862,1103,3315.781216
1890,1105,3697.012604
1891,1105,14.81427715
1891,1106,4284.75066
1863,1107,89.54842842
1885,1107,33.29025798
1886,1108,45.15723638
1887,1108,32.57229596
1849,1109,74.51602207
1852,1109,64.12828537
1851,1109,73.41243795
1848,1109,81.04043043
1850,1109,87.72071388
1855,1110,46.90205404
1854,1110,62.55138534
1853,1110,69.79180006
1859,1111,3498.519443
1847,1114,1641.254364
1844,1115,3182.953266
1843,1116,2677.240692
1846,1117,3249.161642
1845,1118,3270.358879
1892,1119,1.385028631
2605,1121,47.12073449
2608,1121,6173.223764
2601,1123,962.8451862
2602,1124,2885.092313
2590,1125,22.9557206
2590,1126,0.08949766
2591,1126,1823.804463
2603,1127,2632.663319
2589,1128,18.98019394
2590,1128,4028.850531
2594,1129,5510.382378
2595,1130,2203.823777
2594,1130,6.041475187
2596,1131,2077.961035
2595,1132,36.03358523
2593,1132,58.96815233
2592,1132,70.36400823
2597,1133,8052.597552
2596,1133,1.813308312
2595,1133,21.14085744
2598,1135,1844.566709
2597,1135,1.025979019
2609,1136,3719.764984
2594,1137,2.276833895
2597,1138,37.66103766
2596,1138,5.168127013
2594,1138,1.866990313
2599,1139,0.064449038
2600,1139,4032.183967
2597,1139,5.421656981
2599,1140,4545.830226
2598,1140,11.61417996
2598,1141,32.24299578
2589,1143,3739.420435
2587,1144,6330.848566
2588,1144,6330.848566
2588,1145,1722.684368
2609,1146,14.44661726
2605,1146,9048.837372
2603,1146,7.055160659
2604,1146,1290.617123
3210,1147,43.98846344
2614,1147,5.479955993
2613,1147,19.37670277
2605,1148,5.898172527
2607,1149,2110.923099
2605,1150,359.5570077
2604,1150,2169.628039
2585,1151,2834.805017
2586,1152,3328.829216
2606,1153,4702.407674
2613,1154,2481.510945
2614,1155,1535.737969
2615,1156,2776.763357
2611,1157,65.18723207
2612,1157,6200.733411
2610,1158,3653.226514
2610,1159,3.778077909
2608,1159,214.3399844
2609,1159,31.10476256
2609,1160,4.156364101
2600,1161,415.0625105
2611,1161,2708.103794
2583,1162,5884.484803
2584,1163,3877.029338
2583,1163,44.40186809
3181,1164,63.28998346
3179,1164,3402.897522
3180,1164,86.99301317
3179,1165,13.84198487
3180,1165,1742.604373
3181,1166,6493.805442
3182,1167,4808.696792
3184,1169,52.46944938
3181,1169,148.3524217
3183,1169,6387.899497
3184,1170,4918.790805
3207,1171,0.354606398
3206,1171,4578.656333
3207,1172,3573.551735
3183,1172,26.63964407
3205,1173,0.03978716
3204,1173,5939.211282
3205,1174,4209.879692
3204,1174,127.48568
3193,1175,4309.122502
3207,1176,72.74819175
3183,1176,73.2014093
3209,1176,594.9058868
3208,1176,3997.138252
3208,1177,39.663854
3211,1177,3196.426289
3210,1177,21.98300224
3209,1178,120.7351916
3210,1178,3071.067296
3206,1179,18.35519842
3209,1179,3484.688201
3197,1180,0.503206098
3195,1180,2619.431736
3198,1181,55.27620368
3195,1181,62.37222647
3196,1181,881.655217
3200,1182,3418.507973
3198,1182,4.741054166
3194,1183,3552.053551
3202,1184,7.813459681
3203,1184,2825.993975
3202,1185,2233.92602
3559,1186,47.64003074
3201,1186,3598.440674
3192,1187,4382.807304
3190,1189,1.793330977
3187,1189,79.67338844
3188,1189,6875.377031
3186,1190,3342.55216
3185,1191,3683.346783
3186,1191,1.789401502
3184,1192,0.933821048
3204,1192,178.4811598
3189,1193,34.41890429
3187,1193,3477.857117
3551,1194,18.63908612
3550,1194,0.079141136
3190,1194,7620.540674
3189,1195,2682.626619
3199,1196,3010.91711
3191,1197,1395.559973
3192,1197,41.28561785
3186,1198,65.83999949
3183,1199,61.58870068
3210,1200,16.72694316
3242,1201,463.9079584
109,1203,59.83365352
96,1204,45.12356129
101,1204,46.36044035
108,1205,60.52541326
110,1205,58.75773071
106,1206,2229.995981
102,1207,2333.853517
338,1209,32.64882938
82,1209,1929.631634
338,1210,18.26644975
83,1211,678.4649641
80,1212,2278.564253
84,1213,28.71314949
81,1213,1910.581145
94,1213,25.75780275
85,1214,1495.765684
94,1214,48.90185304
84,1215,1407.815513
94,1215,45.28225586
94,1216,3701.489696
124,1218,2055.36749
86,1219,1165.697401
88,1220,1755.244187
85,1221,6.349135265
94,1221,76.069428
93,1221,4153.849311
125,1222,1665.595644
87,1223,1671.023811
88,1223,8.362671164
126,1224,3800.569863
90,1225,31.08294672
89,1225,30.56599865
88,1225,2.820499519
91,1225,26.8810343
92,1225,31.43128973
87,1226,6.185375781
92,1226,0.156355714
100,1227,53.87908773
99,1227,43.12774677
98,1227,45.97960584
107,1228,62.29578605
111,1229,1004.135012
112,1230,852.0285208
97,1231,63.62263973
95,1231,43.26353423
103,1232,24.58448675
104,1232,27.46556424
105,1233,1960.407969
106,1233,6.067115839
113,1234,26.61805529
115,1235,3121.472926
115,1236,0.215924378
114,1236,37.13013146
116,1237,1073.07156
117,1238,1496.859553
118,1239,1219.843191
120,1239,1219.843191
116,1240,0.000885124
118,1240,1723.643432
123,1240,1723.643432
118,1241,1978.462255
119,1241,1978.462255
120,1241,1978.462255
121,1241,1978.462255
122,1241,1978.462255
123,1241,1978.462255
118,1242,664.7875538
119,1242,664.7875538
116,1250,122.1295223
118,1250,150.1500076
123,1250,150.1500076
266,1253,2471.510675
268,1253,1.330243956
272,1254,1877.392925
267,1255,2927.474661
258,1256,670.2811907
257,1256,0.890662204
489,1256,0.018158925
278,1257,1910.654551
277,1258,1955.892084
283,1259,1283.936591
335,1259,4.622955202
282,1260,1321.395097
301,1261,968.8981009
269,1262,364.7396179
270,1263,3.495084365
271,1263,430.4188221
271,1264,23.18792791
270,1264,469.194006
274,1265,637.82614
275,1266,751.9046975
268,1267,856.5130345
273,1268,42.47628302
274,1268,53.84572383
265,1269,32.41485901
264,1269,43.87085974
262,1269,28.51238879
263,1269,26.81789627
261,1270,2106.664551
281,1271,8.027569196
82,1271,0.023614546
338,1271,3182.146294
83,1271,0.410106928
82,1271,1.580031228
293,1272,1257.746262
310,1272,0.481080252
294,1273,2461.026764
332,1274,72.81260558
333,1274,133.6527813
323,1275,1099.370628
307,1276,12.57719901
324,1276,3204.243113
323,1276,35.07718587
322,1278,2152.952705
308,1279,11.27273547
307,1279,1050.606989
308,1279,34.08921665
308,1280,1862.219066
306,1282,2165.196314
307,1282,5.435620396
300,1283,1150.581933
299,1284,773.9479667
300,1284,28.94029818
297,1285,1637.217123
298,1286,1350.445261
326,1287,865.2633392
296,1288,67.48025484
339,1289,2623.363641
295,1290,3361.140893
287,1291,2212.391595
285,1291,29.24330902
285,1292,5.942285783
288,1292,1849.036885
289,1293,6.320944517
290,1293,987.4712392
290,1294,9.949613629
292,1294,1486.339692
304,1295,68.11054642
305,1295,59.15435733
303,1295,59.30053318
302,1295,50.80414959
321,1296,2310.767993
285,1297,2928.929236
285,1298,6.807436422
289,1298,3318.058783
291,1299,2514.069983
309,1300,1721.801059
284,1301,2629.98033
310,1302,1355.186662
317,1303,1854.713598
316,1304,2321.860343
312,1306,392.1129064
314,1307,2306.914581
315,1308,1768.55946
294,1309,13.91041727
325,1310,592.3443078
327,1313,30.11632909
328,1313,30.00662557
329,1313,26.92365839
330,1313,37.79078369
331,1313,41.64080504
333,1314,3142.264565
126,1314,0.026010165
334,1315,3188.988706
126,1315,0.022708981
320,1318,323.6555036
319,1319,2490.43035
313,1321,2280.792586
311,1322,1075.254103
313,1322,29.51809354
313,1325,14.09253849
337,1326,6.225791476
335,1328,908.5302247
336,1328,908.5302247
336,1329,914.0482028
337,1329,914.0482028
335,1330,855.3291657
336,1330,855.3291657
266,1331,18.35636637
273,1332,1899.615159
277,1333,0.798102564
276,1334,1165.69782
277,1334,0.153028039
257,1337,1621.77495
279,1338,5.356561375
256,1338,2660.907566
259,1339,326.522536
258,1339,3.141778948
258,1339,22.73565497
279,1340,1362.067387
280,1341,1038.28475
338,1342,5.498913251
281,1342,1477.847433
260,1343,1137.908927
260,1344,1.088949505
260,1344,1.069270727
318,1345,588.1699029
341,1346,679.6995742
765,1346,679.6995742
766,1346,679.6995742
340,1347,0.000390664
340,1347,921.0081246
341,1347,921.0081246
342,1347,921.0081246
342,1348,623.5344662
766,1348,623.5344662
767,1348,623.5344662
766,1349,1402.935938
768,1349,1402.935938
766,1350,76.08070285
341,1351,487.3118393
342,1351,553.4676204
766,1352,2327.919695
768,1352,2327.919695
770,1352,2327.919695
771,1353,1080.907093
770,1354,2110.284011
771,1354,2110.284011
769,1355,707.962203
770,1355,707.962203
753,1356,4846.048143
743,1357,2518.523834
736,1358,2236.068109
745,1359,4251.683618
764,1360,2389.602218
722,1362,883.5092878
720,1363,683.137144
721,1364,1263.212031
739,1365,1434.818795
737,1366,9.886024932
738,1366,1555.226275
740,1367,1881.783944
741,1368,923.9347963
742,1368,923.9347963
741,1369,4.346827206
740,1370,2212.379366
741,1370,2212.379366
742,1370,2212.379366
742,1371,955.9494119
730,1372,13.05915853
731,1372,3023.596332
730,1373,1023.546386
729,1374,332.3951683
755,1375,29.73135822
754,1375,26.49572784
744,1376,84.18330446
1245,1377,162.9059532
726,1378,1080.012138
725,1378,29.64837473
750,1383,1.940001457
766,1383,6.031759413
728,1384,24.77931293
732,1385,620.3842803
741,1385,9.429033541
737,1387,586.063585
727,1388,948.4697026
733,1389,1018.577065
733,1390,21.19586573
734,1390,2085.169801
735,1391,1581.07064
746,1392,3159.145735
748,1395,2038.831239
750,1396,1396.623178
749,1397,1188.999492
751,1398,3939.142852
747,1401,28.20103427
752,1402,1627.470878
752,1403,0.011106036
759,1404,44.53478942
762,1408,38.52970282
761,1409,2224.147486
766,1410,1.440097443
760,1410,1528.891407
286,1411,47.69182965
763,1412,1805.958198
758,1415,38.10400574
757,1416,672.6320982
756,1417,86.05143992
719,1420,95.3904944
725,1422,1404.774617
724,1423,1336.548156
723,1424,1153.201998
718,1427,3236.86673
717,1428,3.506807966
717,1429,1341.012497
716,1430,3258.555113
714,1431,54.30206793
714,1432,1407.010905
715,1432,1407.010905
714,1433,3106.103344
715,1433,3106.103344
768,1433,381.0003568
770,1433,381.0003568
771,1433,381.0003568
713,1434,59.7310825
727,1437,80.3338087
727,1437,92.02971148
1273,1438,12.01529785
1281,1438,21.66364615
1274,1438,3303.59612
1276,1440,796.5463928
1275,1440,7.462827091
1277,1441,882.2064742
1277,1442,6.235339472
1278,1442,1168.005934
1276,1443,1.372037924
1275,1444,3387.042228
1279,1445,1846.712809
1279,1446,5.530284923
1280,1446,3556.638785
1289,1448,4028.751557
1288,1449,2917.768677
1274,1450,7.740644924
1282,1450,22.75839544
1281,1450,5985.948688
1273,1451,277.6601579
1274,1451,178.6745709
1272,1453,86.43505414
1282,1453,65.04810476
1282,1454,318.1193068
1268,1455,36.53835099
1267,1456,140.5475838
1269,1457,40.98829721
1271,1458,29.80033207
1282,1459,2.378710159
1283,1459,891.1536555
1287,1460,1939.106905
1284,1461,3276.368748
1270,1462,1609.566611
1284,1464,74.94780569
1285,1464,2212.088832
1261,1465,2167.030587
1260,1466,97.35432566
1243,1467,9.669831444
1258,1467,16.14673115
1259,1468,3166.706279
1257,1469,2397.126868
1266,1470,894.7138297
1262,1471,1.03136606
1263,1471,644.7259406
1263,1472,9.557217282
1262,1472,307.2998452
1264,1472,8.906087432
1264,1473,1384.40549
1265,1476,221.787542
1258,1477,2363.142169
1258,1478,1.861624072
1243,1478,2056.150503
1256,1479,44.4075073
1255,1480,1807.775482
1242,1482,3412.307908
1241,1482,0.968467507
1241,1483,2064.427331
1254,1484,90.69834389
1286,1485,3334.436858
1310,1486,3218.309085
1312,1487,3328.183602
1314,1488,3378.360512
1252,1489,1388.154508
1245,1491,1069.555674
1253,1492,85.58062325
1252,1492,144.5551805
1245,1492,28.14430788
1242,1493,202.7411534
1309,1495,3126.905756
1311,1496,3119.327096
1311,1497,129.931157
1313,1497,3103.130668
1287,1498,0.000135244
1285,1498,0.114954101
1288,1498,9.888428788
1287,1498,124.3470049
1288,1498,83.59386277
1306,1498,15.46836044
1306,1498,12.8696228
1288,1499,35.04334702
1306,1499,3023.483986
1305,1500,2539.782198
1308,1501,3329.099469
1308,1502,6.429957133
1302,1502,2694.929416
1289,1503,25.94965986
1288,1503,10.02603287
1307,1503,3397.692767
1307,1504,25.47883682
1304,1504,1918.726481
1303,1505,2679.312607
1307,1506,102.3287006
1293,1506,63.94767801
1292,1506,63.4450297
1291,1506,63.56570071
1290,1506,61.24749358
1296,1507,1372.407597
1298,1507,1372.407597
1294,1508,72.52526253
1296,1508,1316.168846
1295,1509,21.79023553
1297,1509,643.1546458
1294,1510,13.36374442
1295,1510,849.677993
1294,1511,1532.418337
1297,1512,33.37175126
1298,1512,83.54803305
1299,1512,1413.090351
1299,1513,27.35921973
1251,1513,4725.905257
1303,1514,7.398104505
1298,1514,15.5639119
1299,1514,0.921353411
1301,1515,54.65622659
1300,1515,58.52434174
1249,1515,45.30813167
1250,1515,54.64214097
1248,1516,4303.165208
732,1516,6.560052406
731,1516,2.527040767
1313,1517,160.4286066
1247,1517,2784.502361
731,1517,0.453175205
1246,1518,2557.153061
1240,1519,1230.61386
1283,1520,53.16549286
1280,1522,114.8345834
1226,1522,15.24054671
1833,1523,3427.7753
1835,1523,27.13989107
1834,1523,56.66617442
1835,1523,0.37717918
1833,1524,6.243446076
1835,1524,3303.300646
1836,1525,2298.121207
1827,1527,3191.542706
1826,1528,1033.827954
1828,1530,947.0898953
1834,1531,367.8185167
1835,1531,52.63808274
1828,1531,2.809830232
1834,1532,141.4468919
1828,1532,0.930568126
1829,1533,1003.368606
1830,1534,3181.097003
1832,1535,363.1175217
1823,1537,5028.718387
1831,1539,3037.867683
1818,1540,3807.903412
1825,1542,39.15111755
1824,1542,42.27540288
1822,1544,1381.970251
1817,1545,3488.900384
1816,1546,4562.511203
1817,1547,15.09463432
1819,1548,2583.053453
1814,1549,3176.623281
1813,1550,4577.364685
1811,1551,706.4093942
1842,1552,9.157038522
1810,1552,2855.513506
1840,1553,655.0872943
1842,1553,655.0872943
1839,1554,2293.938863
1841,1555,659.5808552
1842,1555,659.5808552
1842,1556,228.212688
1842,1557,312.4485595
1786,1558,2988.947234
1812,1559,415.1839768
1787,1561,2732.914072
1266,1561,0.149350915
1802,1562,2935.318896
1790,1564,0.92816707
1789,1564,1236.340341
1789,1565,0.098045185
1788,1565,501.1673572
1801,1566,1868.290732
1815,1568,3753.547409
1809,1569,3362.320719
1808,1570,3664.852632
1821,1571,2076.391163
1821,1572,9.087329533
1837,1573,5392.811512
1795,1574,55.2012401
1838,1574,2882.304798
1807,1575,4553.689868
1806,1578,3490.950845
1821,1579,4.634782603
1803,1580,4047.734833
1804,1581,3761.787786
1799,1582,1.777388002
1791,1582,4338.749511
1800,1582,0.515016857
1800,1583,3454.777583
1799,1584,2589.002208
1800,1585,0.009708247
1790,1585,2888.057305
1798,1588,4643.747003
1795,1589,0.083140342
1796,1589,4786.571979
1797,1590,2514.612518
1797,1591,0.727545203
1877,1591,19.66965726
1792,1591,2511.957833
1793,1592,1641.422483
1794,1593,4518.493431
1795,1594,2188.94478
1794,1596,1.772232345
2563,1598,153.2673099
2562,1598,3637.159241
2560,1598,57.24882706
2561,1598,5.657976333
2558,1599,431.4782011
2557,1599,3707.796929
2559,1599,3707.796929
2557,1599,5.252880394
2559,1599,5.252880394
2557,1600,45.22445667
2551,1600,202.1053759
2552,1600,202.1053759
2556,1600,3970.473457
2558,1600,3970.473457
2553,1600,26.28961681
2537,1601,2756.153582
2539,1601,10.38093667
2540,1601,1.311819588
3176,1602,2.697078071
3132,1602,94.79274585
2537,1602,1.198056281
2538,1603,3060.713639
2546,1603,48.12859796
2546,1604,3850.808729
2480,1604,0.006122723
2539,1605,1633.477402
2535,1606,2892.185401
2545,1607,1785.325374
2547,1607,4.49124688
2547,1608,3642.417938
2547,1609,34.13475114
2564,1609,1967.759485
2563,1609,78.33323735
2548,1610,4049.333793
2563,1611,2141.229146
2549,1612,3796.137165
2561,1613,1301.248133
2560,1614,1060.620154
2544,1615,4550.922899
2565,1615,22.90196763
2540,1616,5329.140051
2541,1617,3579.614052
2540,1617,10.19362199
2544,1618,37.68768655
2543,1618,3579.562355
2565,1618,7.202610403
2565,1619,3332.95183
2565,1620,1.955961889
2566,1620,3277.53067
2534,1623,839.8662836
2542,1623,864.8311296
2568,1624,1340.905986
2567,1625,2881.724214
3132,1626,0.168003579
2536,1626,3298.691062
2534,1627,2.815715346
2533,1627,1785.026043
2551,1629,0.315121755
2556,1629,1076.612283
2558,1629,1076.612283
2550,1630,1952.535874
2551,1630,16.10504247
2551,1631,2598.238064
2551,1632,1872.886847
2552,1632,1872.886847
2553,1633,3.472096805
2553,1633,0.088767269
2553,1634,2524.849293
2555,1635,52.09391483
2554,1635,1488.480337
2525,1637,3.143883096
2525,1637,2.952499567
2524,1637,1130.139898
2528,1638,5741.460282
2567,1639,0.889752477
2569,1639,3261.678265
2570,1639,11.1383813
2532,1640,8.001456475
2529,1640,5199.384758
2528,1640,110.3005655
2532,1641,1629.357452
2535,1642,1.054975109
2531,1642,3813.657033
2530,1643,3760.783359
2531,1643,22.58439704
2531,1644,1.596022948
2532,1644,6.871242087
2527,1645,2593.16922
2526,1646,3396.954066
2525,1647,5523.187542
2577,1648,1300.92743
2570,1650,4299.432488
2576,1651,3344.205039
2578,1652,4531.782953
2582,1653,3992.249592
2582,1654,108.3321183
1795,1654,0.06680938
2579,1655,90.96686088
2580,1655,2791.312219
2579,1657,94.37403671
2581,1657,3374.405525
1836,1657,0.592065568
2579,1658,4000.981265
2555,1659,1418.324645
2554,1660,32.53935227
2557,1661,2267.101727
2573,1663,2555.390711
2574,1664,2424.66427
2575,1665,3135.102234
2566,1666,57.21977404
2571,1666,3245.460697
2565,1667,0.396744658
2572,1667,3531.926221
2560,1668,45.08704509
2559,1669,5.739926607
3156,1670,79.51970071
3148,1670,4365.198164
3157,1671,7.917848574
3156,1671,5648.217808
3157,1672,4461.322705
3158,1673,4000.493352
3155,1674,3304.796932
3157,1674,28.82619484
3155,1675,1.636036407
3154,1675,3544.15959
3155,1675,24.953582
3157,1675,30.73892944
3153,1676,3430.179232
3159,1676,4.323660837
3152,1677,5372.399586
3159,1677,22.08444709
3160,1677,143.4840397
3160,1678,3689.447323
3159,1679,2964.994862
3158,1679,2.465234525
3161,1680,897.6084928
3156,1682,7.592734632
3157,1682,39.3375442
3158,1683,0.003126727
3167,1685,1.962587461
3163,1686,2885.340125
3162,1687,2534.8186
3164,1688,2955.570865
3165,1688,2.084808622
3165,1689,8.124206389
3178,1690,3112.060083
3176,1691,52.38986651
3177,1691,2769.24523
3166,1692,2.309618137
3176,1692,2381.412908
3132,1692,269.1716636
3167,1693,0.406006196
3166,1693,2931.365602
3167,1694,2.761225952
3166,1694,832.8134126
3169,1694,4646.470896
3168,1695,40.92660994
3172,1695,8.311860426
3174,1695,4.066410628
3175,1695,3759.904996
3166,1696,4.392574641
3165,1696,6105.824362
3166,1697,19.15365394
3168,1698,101.3735608
3167,1698,5588.961724
3175,1698,36.39745486
3168,1699,2268.429391
3172,1699,19.25840909
3132,1700,4614.710309
2536,1700,0.370994317
3175,1701,20.74342746
3169,1701,151.8713942
3132,1701,1.635846413
3131,1702,896.8766694
3175,1703,36.92129422
3173,1703,2.413471472
3174,1703,57.43504052
3128,1703,47.90772825
3130,1703,50.62914732
3127,1703,57.71730949
3131,1703,1.372640653
3126,1703,39.8425981
3129,1703,46.91030633
3131,1703,0.029682715
2536,1703,0.225857169
3171,1704,2079.192581
3172,1704,1412.023142
3174,1704,1842.993539
3173,1704,3040.406218
3135,1705,6829.436479
3134,1706,4935.530128
3124,1707,58.7119066
3125,1707,54.09671215
3173,1708,50.33029918
3170,1709,2610.557592
3134,1710,129.8722194
3135,1710,16.97355275
3133,1710,9222.558447
3122,1711,3029.951197
2530,1711,104.257254
3123,1712,1054.937989
2530,1712,163.3010568
3516,1713,9.56456773
3140,1713,4733.671427
3137,1714,417.5178171
3148,1715,9.105236216
3137,1715,5697.264879
3141,1716,4082.093536
3138,1717,0.302260958
3136,1717,3918.970621
3137,1717,257.0993917
3138,1718,4408.768232
3560,1719,38.37263436
3140,1719,32.92347386
3139,1719,3447.777222
3140,1719,0.000803835
3144,1720,2197.835094
3149,1720,799.3402193
3155,1720,74.80390406
3145,1720,4040.833516
3156,1720,6.388675085
3146,1721,873.6706924
3147,1722,386.2658965
3142,1723,2887.142871
3143,1724,1197.521751
3151,1725,6474.303302
3150,1725,10350.13255
3152,1725,4.411477096
56,1726,3542.94686
55,1727,4370.589096
54,1728,86.52358173
53,1729,38.58696187
73,1730,30.2035326
71,1731,31.06502155
72,1731,32.47867926
74,1732,1786.963173
68,1733,20.52756787
49,1734,136.3247364
51,1735,132.0768716
50,1735,129.1190346
52,1737,906.7868173
40,1740,30.39434343
41,1740,43.93057528
45,1740,30.17667709
44,1740,37.55128119
39,1740,52.67903423
38,1740,54.61683561
42,1740,48.84029859
43,1740,42.6800645
37,1740,42.804678
36,1740,34.49461333
35,1740,37.86470664
34,1740,45.56941536
48,1741,52.36922295
47,1741,49.67700593
46,1741,66.08995826
40,1741,10.79699445
33,1742,60.78170216
32,1742,67.39597872
28,1742,39.99760453
31,1742,67.11658317
27,1742,52.9408737
30,1742,49.52652813
25,1743,46.59271406
26,1743,57.50747041
24,1743,64.93781245
23,1743,59.28247428
21,1743,46.14839586
22,1743,60.14254143
20,1744,66.71111579
19,1744,68.6644695
16,1744,57.9921623
18,1744,77.66206992
14,1744,71.00113604
15,1744,70.45168092
17,1744,61.26002521
13,1744,72.49077625
12,1744,62.24872594
29,1745,59.47973764
69,1748,41.97080405
70,1748,68.59238819
57,1749,66.99547677
67,1750,60.66055342
61,1751,10.94693078
78,1751,66.8710385
77,1751,69.53397727
66,1751,51.22798797
76,1751,68.32411938
75,1751,58.05419343
61,1752,47.69907643
63,1752,49.59065107
60,1752,61.80714434
62,1752,47.18534138
65,1752,52.52781836
64,1752,47.84039864
59,1753,64.02349007
58,1754,74.66086332
56,1755,0.06512911
226,1761,1109.316471
227,1761,1109.316471
228,1762,892.9938161
227,1762,36.5081621
245,1762,26.00337523
230,1763,1139.746789
228,1763,60.71260355
229,1763,60.71260355
228,1764,1.023860248
227,1764,782.3348771
245,1764,17.97449462
247,1764,4.09094E-06
228,1765,40.06534153
228,1766,579.1965475
229,1766,579.1965475
245,1766,16.19748359
239,1767,3723.666347
235,1768,5117.96908
701,1769,0.801265284
696,1769,0.004349478
235,1769,22.62654443
238,1770,3058.248624
240,1770,18.6714264
237,1771,3735.033304
241,1771,0.186345439
702,1772,0.363258027
234,1772,747.5438625
237,1772,21.56786171
237,1773,0.174871864
240,1774,2574.964933
241,1775,2969.194036
244,1776,31.21909236
243,1777,34.90933515
242,1780,3474.92104
231,1781,5088.192306
229,1781,0.414029238
245,1781,2.877925425
236,1782,2166.208412
242,1782,0.227851069
246,1783,4042.376184
249,1786,52.44686116
250,1786,42.38581595
251,1787,2530.436962
254,1788,2483.643068
254,1789,0.008394317
253,1789,1378.297831
233,1791,3680.043278
255,1792,2573.034877
252,1794,2457.309601
248,1795,1431.31552
220,1797,1345.183218
247,1798,3551.697777
245,1799,3305.234753
219,1800,2769.571322
225,1801,23.34176973
224,1801,40.59681291
222,1801,29.65003044
223,1801,28.46904425
221,1802,21.70072429
230,1803,16.07111873
232,1804,3740.922954
246,1807,26.12357434
691,1809,13.60114824
704,1809,710.5709614
686,1810,2382.434996
687,1812,1752.463422
688,1813,2115.35408
689,1814,4107.395459
690,1814,4107.395459
690,1815,2018.60903
704,1816,2.140554864
691,1816,627.661455
703,1819,8002.228219
692,1820,52.1566925
694,1821,4293.885823
693,1821,4497.679467
702,1824,3270.992584
702,1828,26.58625856
701,1828,2994.634926
705,1829,4310.887102
697,1830,4786.925209
698,1831,1416.9192
696,1832,5011.534977
699,1833,34.69121109
700,1833,27.29018995
695,1834,3087.608162
517,1835,4467.956653
518,1835,4644.828577
692,1836,1.699895688
692,1837,1697.84338
1167,1838,55.55069432
707,1838,3294.09234
