Arch Poly ID,ID,Area of SSN Coverage
2725,234,373.4712459
2704,235,94.72444469
2744,236,7.209231629
2743,236,892.273165
2703,237,62.73408405
2719,237,0.002618506
2702,237,60.79787814
2718,238,55.48592137
2719,238,396.8372994
2719,239,29.8243661
2720,239,1.804682371
2700,240,72.01894688
2720,241,260.6704557
2698,242,111.1484072
2722,244,1.606243484
2710,244,75.05866976
2697,244,76.02680257
2694,245,62.50297473
2696,245,71.17993387
2695,245,56.1682272
2690,245,86.35290261
2691,245,1.922786269
2691,246,832.9245028
2690,247,1536.906458
2689,248,1122.471689
2688,249,0.417585596
2086,249,632.1367753
2687,250,0.333032927
2689,250,14.7889659
2086,250,3.797548003
2688,250,583.5195811
2687,251,259.8207122
2086,251,29.88543175
2086,251,64.2793291
2687,252,2.705029444
2692,253,112.3063611
2693,254,93.48389216
2711,255,75.22467504
2721,256,335.3639438
2722,256,0.246437872
2722,257,482.0717133
2717,258,334.1649418
2716,259,375.9396974
2723,260,487.0855297
2717,260,4.893842651
2715,261,388.8153886
2713,262,0.000114366
2715,262,0.02481957
2714,262,526.5317657
2712,263,57.14030529
2713,263,71.49010832
2714,263,0.08578736
2723,263,193.3035954
2718,263,11.77785944
2717,264,15.24647303
2718,264,207.2883336
2739,265,0.820990627
2728,265,41.96345491
2743,266,0.412299437
2723,266,0.176651439
2744,267,1386.72333
2743,267,7.806427527
2745,268,878.3163789
2729,270,55.29600626
2746,271,392.8944964
2748,272,46.86354039
2747,272,48.45989794
2744,272,3.520496726
2750,273,38.11146142
2751,273,39.89718856
2746,273,0.503505528
2752,274,62.05063233
2753,275,31.53571376
2770,276,0.967795537
2760,276,66.72388867
2759,276,79.68172809
2758,276,64.83680722
2770,277,867.8754945
2771,278,771.7189966
2757,279,48.62139932
2756,279,50.33775322
2754,279,56.88999957
2774,280,1521.263183
2773,280,83.5141316
2773,281,867.1937704
2773,282,2.858434771
2708,282,57.00310906
2709,283,76.7775657
2749,284,72.87534334
2771,285,22.63711822
2755,285,42.63102211
2733,287,69.57752289
2742,288,2631.056142
2737,289,55.84266722
2736,289,43.9449341
2740,289,2.05472855
2738,290,62.35899911
2740,291,637.9088429
2739,291,851.1497996
2731,292,47.8775962
2804,293,64.83228203
2803,293,57.2069163
2730,293,69.60667994
2802,293,52.62331568
2727,294,55.0537615
2732,295,114.0048803
2741,296,183.8113314
2726,297,111.2267228
2765,298,179.2964454
2766,299,867.0101863
2734,300,27.27422837
2735,300,55.64438677
3304,300,61.40317058
2768,301,44.22768971
2767,301,586.9427936
2770,301,0.189378171
2768,302,2161.907771
3305,303,30.6718825
2769,303,565.3153412
2768,303,6.710974531
2769,304,5.372214529
2761,304,51.87035499
2768,304,27.75651759
3304,305,2471.92619
3305,306,1689.512217
3286,307,71.11279756
3285,308,30.94804863
3310,309,1637.940777
3311,310,1540.541698
3313,311,2215.670982
3311,311,153.0775075
3318,311,28.05455112
3318,313,1125.621674
3314,314,659.3647322
3313,314,165.8100252
3312,315,1784.649408
3318,316,403.5006856
3315,317,1508.397276
3309,318,2375.518432
3310,318,28.64925889
3308,319,2061.066593
3313,319,3.124625138
3319,320,1079.571013
3315,321,1004.313893
3284,322,26.92801977
3303,323,1978.280965
3314,324,42.71220413
3316,324,880.2842004
3312,324,0.03153728
3302,325,929.1932263
3317,326,1323.672895
3302,327,33.16576306
3302,327,0.001851906
3278,327,1162.586923
3302,328,2.742188691
3302,328,34.55101806
3314,328,17.29036315
3316,328,228.128781
3307,329,3561.654336
3291,330,58.27790763
3293,331,34.9822509
3292,331,41.69924102
3322,332,2661.073745
3295,333,41.52761953
3294,333,34.00138015
3322,335,1.841624902
3289,336,26.44539326
3306,337,2475.992816
3288,338,45.1018294
3287,338,21.6708784
3296,339,38.40195129
3321,340,3229.59494
3320,341,1987.865651
3297,342,50.30395067
3301,343,46.30505353
3299,343,55.2983394
3300,343,48.29665179
3303,344,40.07627314
3283,344,72.45634437
3282,345,30.32667662
3281,345,33.63301789
3303,346,0.19236492
3280,346,94.83162183
3278,347,6.905163688
3279,347,38.05106032
3298,352,24.40049722
872,354,1605.54596
873,355,54.83077316
871,356,2146.164474
870,357,115.5166093
869,357,113.470471
874,358,93.96052129
1394,360,167.7821677
1410,361,131.0579271
1411,362,87.01582685
1393,363,96.49173346
1392,363,99.18955755
1396,364,250.9985893
1409,365,100.131957
1408,365,112.5982353
1414,366,101.0916098
1413,366,152.633009
1407,367,126.1711778
1406,368,156.5615445
1405,369,2.608474376
1404,369,57.71619873
1395,370,120.1374861
1403,371,119.3188346
1401,372,1112.792234
1412,373,126.0166835
1397,374,189.207149
1925,375,100.8877623
1399,375,151.5715009
1405,376,203.2855408
1400,377,649.1806615
1402,378,221.4695914
1398,379,85.3846594
1391,380,109.1691741
1390,380,83.36259309
1389,381,110.8788182
1931,383,2760.544257
1924,384,1493.416289
1930,385,116.7492121
1929,386,109.863745
1928,387,196.8035691
1927,388,2818.361951
1951,389,2091.150606
1948,390,109.1845993
1932,392,1216.144483
1933,393,1210.177587
1935,394,93.5215845
1934,394,67.05361167
1936,395,171.3058613
1944,396,87.38637427
1940,397,141.915448
1950,398,97.20096268
1947,399,121.0772508
1945,400,2767.792972
1949,401,123.8644689
1946,402,69.39564151
1954,403,104.8085035
1953,404,109.4067461
1952,404,160.7656993
1956,405,1696.336931
1955,406,152.4836958
1941,407,130.4733581
1943,408,152.4693858
1942,409,97.52504559
1917,409,133.928906
1918,409,114.014217
1916,410,75.13262219
1919,410,73.01232954
1920,411,88.5015914
1921,411,126.7246989
1939,412,130.5378635
1938,412,224.3604197
1937,412,145.2561953
1926,413,84.4718241
1922,414,1289.613955
1923,415,1371.425974
2676,419,41.33554078
2684,420,1758.637861
2685,420,3.806563224
2686,421,45.08631878
2671,422,84.91565653
2669,423,56.95956623
2782,424,66.72834035
2780,424,12.36897169
2670,425,53.12092649
2681,426,3370.013064
2683,427,4.619821952
2682,427,805.7955714
2683,428,2725.711008
2777,429,184.7460121
2675,430,40.50211705
2674,431,48.09745549
2673,431,45.9594599
2672,432,54.81664723
2680,433,6322.77545
2679,433,124.8624421
2668,434,35.12068107
2667,434,52.62010648
2666,435,44.15732284
2665,435,49.41922204
2664,435,59.61428973
2678,436,4018.95399
2679,437,5507.394494
2677,438,1974.442771
2663,439,63.24253695
2662,440,182.6233501
2661,441,43.43772277
2685,442,2151.141711
2677,444,5.214541276
3274,446,1709.434082
3273,447,1832.279055
3272,448,2110.460808
3261,449,42.15991078
3272,449,2.827216512
3273,449,0.451194609
3272,450,45.4148144
3271,450,3651.022568
3275,451,6336.454032
3249,452,34.28739942
3248,452,37.07394453
3276,453,3905.047592
3253,455,53.46689145
3254,456,31.21778133
3250,457,43.1421472
3251,458,46.88582774
3252,458,31.59607782
3290,458,37.6358781
3262,459,4883.587929
3256,460,44.06708031
3255,460,40.27388585
3263,461,894.8296083
3247,462,2223.759672
3270,463,4165.687627
3264,464,1367.432395
3268,465,1600.931908
3265,465,37.90434669
3269,466,1293.250844
3260,467,26.21111896
3259,467,37.57413794
3265,467,53.0797442
3267,468,1959.928681
3266,468,5.201967989
3267,469,35.81869328
3266,469,952.5988273
3257,470,34.46304383
3266,471,62.71290828
2683,471,19.03308332
3265,471,7649.569105
2685,471,2.984402831
3277,472,1575.025952
3258,474,36.75324365
3273,475,0.035616162
3271,476,3.2754939
3273,477,112.5099017
169,481,227.2269177
168,482,133.9987088
167,483,173.2673457
170,484,168.5851537
172,485,155.7147383
171,488,97.8169463
507,489,5455.380984
510,489,5455.380984
509,490,1389.984182
510,490,1389.984182
508,491,1107.488693
510,491,1107.488693
510,492,685.0665818
498,493,117.1969202
499,494,74.98066681
506,495,353.5274853
492,496,63.84278092
495,497,64.90951356
493,498,1096.311002
493,499,69.20470141
494,499,739.6755769
497,500,451.8895783
491,501,419.6290558
502,502,77.6933476
500,502,77.30367792
503,502,67.51698114
501,502,96.96138896
490,502,31.52150305
865,504,2.828364901
500,506,24.91819302
505,507,94.59869575
504,508,107.103738
490,509,61.43363236
464,511,0.84521799
510,511,1.334284943
496,513,68.84296134
367,514,5.342588241
367,515,5.342588241
848,518,122.6953435
849,520,67.79899608
845,521,1103.588611
847,521,79.81915459
844,522,60.19476858
851,523,3350.470148
846,524,2777.863606
847,524,2777.863606
851,524,667.7631871
839,525,108.7508359
842,526,167.4859001
859,526,0.265580905
835,527,3185.559718
862,528,975.4419061
863,529,762.811004
833,530,137.9783662
836,532,2770.018293
837,533,1649.052042
836,533,1.069640544
838,534,1431.48315
850,535,1036.720902
859,536,1156.837539
860,536,4.445495596
843,537,2195.634299
857,538,110.2102884
858,539,1222.457868
859,540,6.066472582
860,540,3812.22088
865,541,2185.509664
866,542,794.2668109
492,542,25.79129103
854,543,134.0849592
855,543,152.9304557
853,544,1562.844138
852,545,125.8667009
840,546,1247.981092
841,547,47.3214505
861,548,1134.005604
834,549,60.06029053
832,550,1100.960652
856,552,55.36696726
868,553,1406.902717
867,554,1338.669958
864,555,39.41829531
1375,561,148.1112276
1373,562,70.15311525
1374,562,95.48363588
1379,563,79.51107989
1378,563,95.7550052
1377,564,57.56617564
1380,565,1258.066245
1372,566,740.5562942
1384,567,119.8171144
1368,568,1244.871983
1376,569,2094.923294
1386,570,727.0627651
1388,571,1318.298216
1387,572,822.1288162
1385,573,83.6240266
1382,574,1592.693346
1383,574,1609.548806
1381,575,126.6579935
1370,576,124.7738126
1369,577,98.55742332
1371,578,121.7330081
1900,581,2602.489539
1912,582,2231.588785
1915,583,54.37421573
1909,584,112.5472931
1910,584,38.69979172
1911,584,173.4566438
1910,585,1015.99802
1907,587,263.2230072
1914,587,226.5359386
1907,588,1414.297598
1906,589,2646.624128
1900,590,0.014671083
1913,591,7.249977387
1912,591,3.034005195
1905,591,56.95869888
1903,593,190.9826611
1902,593,243.5312071
1901,594,174.8426263
1904,596,66.29465854
2634,601,65.58070278
2633,602,47.61120542
2632,603,67.14056025
2631,603,53.71395386
2660,604,1893.458567
2659,605,1039.890261
2636,606,46.51476685
2638,607,51.846482
2639,608,48.85113734
2640,608,44.92053102
2641,609,53.49463805
2642,609,40.47986281
2646,610,70.17342542
2635,611,49.75665679
2643,612,49.6760109
2644,612,36.27031729
2630,613,58.78823942
2629,613,44.07763744
2656,614,4542.848671
2616,615,55.08753737
2619,616,68.94685948
2617,616,72.43728856
2618,616,49.42466773
2628,617,52.7123872
2657,617,129.0485708
2657,618,2906.80761
2658,619,2203.190205
2620,620,69.82342427
2622,620,42.56679312
2621,620,36.801149
2627,621,119.9161361
2623,622,49.35948736
2624,622,39.10399334
2655,623,1835.93228
1908,624,54.64336544
2626,625,61.49905442
2625,625,67.94767705
2587,626,3.934686066
2653,626,3084.993662
2652,627,7701.118742
2654,628,3356.408721
2652,629,2.70660101
2651,629,2824.495729
2652,629,9.998535441
2645,630,159.0059812
2648,631,48.92682507
2647,632,60.67723279
2649,632,49.70075041
2650,633,1216.200628
3212,640,3170.059874
3237,641,28.47556408
3236,641,679.2453359
3216,641,67.73336851
3215,642,0.827989142
3216,642,3208.637941
3218,643,139.5417111
3217,643,3821.882124
3218,644,3312.47636
3226,645,39.73255985
3225,645,16.37697697
3223,645,3381.127755
3227,646,2079.746733
3228,646,1870.327684
3226,646,1489.287891
3225,646,1682.814617
3227,647,2079.746733
3228,647,1870.327684
3226,647,1489.287891
3225,647,1682.814617
3227,648,90.75803527
3224,648,680.0303961
3225,648,83.85071117
3227,649,2079.746733
3228,649,1870.327684
3226,649,1489.287891
3225,649,1682.814617
3227,650,2079.746733
3228,650,1870.327684
3226,650,1489.287891
3225,650,1682.814617
3233,651,59.66592874
3232,651,761.1459744
3233,652,58.83210901
3228,652,76.64413498
3226,652,8.878115188
3228,653,193.5796208
3233,653,1594.429674
3232,654,0.846258076
3226,654,58.64507751
3231,654,1334.520056
3187,655,79.42976702
3241,655,2041.682822
3240,655,2330.382119
3187,656,79.42976702
3241,656,2041.682822
3240,656,2330.382119
3242,657,2769.241135
3243,657,2927.969552
3242,658,2769.241135
3243,658,2927.969552
3239,659,24.65662649
3238,660,9.376715367
3236,660,9.886518347
3246,660,637.6767524
3245,660,817.5732314
3244,660,476.3721972
3238,661,9.376715367
3236,661,9.886518347
3246,661,637.6767524
3245,661,817.5732314
3244,661,476.3721972
3238,662,9.376715367
3236,662,9.886518347
3246,662,637.6767524
3245,662,817.5732314
3244,662,476.3721972
3235,663,0.018169198
3232,663,23.53669286
2637,664,129.7374488
3220,665,44.7230343
3219,665,47.01381777
3227,666,79.08873024
3225,667,70.49872649
3229,667,94.05084654
3213,668,3915.180642
3215,669,920.0192457
3214,670,3108.284364
3237,672,344.0967918
3238,674,2228.21676
3234,675,43.02768963
3181,675,93.66113548
3181,675,8.890437893
3230,675,50.99037159
3222,676,1682.871301
3222,677,2.079313385
3221,677,994.5785098
3235,678,297.6926499
3243,682,86.99560608
3242,682,100.1929116
164,688,325.1253734
132,690,16.85309526
136,690,3537.778742
164,691,2.249242714
153,691,1159.412014
163,691,1.313755196
146,692,2938.438073
139,693,1791.262531
141,694,1871.14667
147,695,1867.974267
138,697,1365.637506
127,698,95.816633
145,699,54.41190399
162,701,882.4129348
129,702,68.41308487
128,702,36.25291642
159,703,37.7341749
160,703,27.71009151
161,703,28.46809464
157,704,1.951979961
158,704,477.9229036
156,705,368.9710239
158,705,21.84303022
157,706,0.010159873
157,706,595.8258116
157,707,0.333187986
154,708,902.3418037
150,709,1163.520541
151,710,1559.988385
148,711,2753.898635
144,711,6.012112
144,712,843.0359145
141,712,142.8131381
152,713,902.9278739
149,715,596.3030785
165,716,20.92083426
130,716,27.01982499
131,716,2421.598502
130,717,953.5047407
165,718,411.8653933
132,720,2929.915551
133,721,44.61939772
146,723,105.5620979
147,723,16.0141926
134,724,871.0821274
139,724,0.387183811
132,725,4.965697405
135,726,59.87103912
137,727,1020.534676
140,728,1288.248503
148,729,1.166626333
141,730,48.78065387
142,731,382.7774462
142,732,0.823748736
143,732,105.6155268
162,733,0.281659474
148,734,2.226956048
163,735,815.5381333
155,736,1028.375493
156,736,0.143590688
150,737,3.900322708
150,737,19.81853347
166,738,547.1476204
397,749,1589.173641
401,750,664.0535397
400,751,702.4468268
396,752,556.6919654
392,753,646.3058319
398,754,629.1509589
400,755,0.211490632
399,755,1076.222045
391,756,1197.482318
470,757,0.026964077
461,757,1645.087825
368,758,1318.944003
389,759,644.5360626
387,760,765.9126764
388,761,1154.33352
372,763,1622.989265
468,763,44.56648191
466,765,683.5683083
468,765,683.5683083
451,765,0.000391657
451,766,1024.168268
450,766,25.58051196
468,767,40.22768462
469,767,40.22768462
468,767,599.666546
469,767,599.666546
451,767,1.414442161
467,768,1531.129152
468,768,1531.129152
467,769,55.03522531
468,769,55.03522531
450,770,1.10325345
486,771,43.6760901
487,771,43.6760901
478,771,643.047169
479,772,2.158739649
478,772,15.62842182
480,772,15.62842182
481,772,15.62842182
482,772,1007.008697
484,773,4.82601192
485,773,4.82601192
482,773,7.086962121
475,773,723.8801141
476,773,723.8801141
479,773,723.8801141
483,774,356.2257736
486,774,356.2257736
487,774,356.2257736
484,775,364.0256791
485,775,364.0256791
483,776,252.2298301
484,776,252.2298301
485,776,252.2298301
486,776,252.2298301
487,776,252.2298301
485,776,272.9968732
482,777,7.015114293
477,777,572.6113042
478,777,572.6113042
480,777,572.6113042
481,777,572.6113042
476,777,723.7986244
479,777,723.7986244
483,778,22.86641025
484,778,22.86641025
487,778,22.86641025
482,778,0.322068832
445,779,14.68019237
476,779,864.4452611
468,780,54.62480807
469,780,11.01537787
383,780,1461.42731
427,780,10.67983217
448,781,201.2543049
406,782,895.181973
424,782,2.748716959
426,782,2.748716959
424,783,1367.332678
425,783,1367.332678
426,783,1367.332678
424,784,5.359840038
426,784,5.359840038
423,784,1588.439239
424,785,5.046867788
426,785,5.046867788
465,786,2069.21842
471,787,558.1877088
477,788,29.46252397
440,789,6.129642201
445,789,1907.913236
472,790,1037.816389
455,790,3.509650726
454,791,1387.516517
453,792,424.9335025
416,793,334.69442
411,794,499.1757972
413,795,701.6107201
404,796,1804.371537
407,797,144.1490588
409,798,991.6851715
410,799,476.3314571
421,800,529.2421192
410,801,5.279153385
411,801,3.915930957
420,802,941.1845905
418,804,510.6251354
414,805,257.6034534
415,806,259.6458831
412,807,628.4830192
408,808,231.6633243
403,809,411.8758155
350,813,2982.466026
261,813,229.724094
463,814,2297.634037
382,815,3491.598131
466,815,3491.598131
452,816,1349.875416
349,817,1295.71328
379,818,2.873315847
360,818,82.1166315
379,819,3002.356964
430,820,16.10516739
488,820,1866.054008
488,821,6.376243804
429,821,12.57655769
488,821,0.263994782
430,821,528.183438
429,822,764.3070298
488,823,0.534667005
428,823,1393.207044
455,824,915.5750244
147,824,2.712576177
473,825,571.2568155
474,825,571.2568155
165,826,0.802121852
452,827,0.086055087
489,828,1103.373443
464,829,30.55804799
465,829,0.139706783
460,829,37.77804923
459,829,41.88291088
343,829,51.25046469
344,832,1765.020135
394,833,2025.221029
397,833,4.30241813
400,834,1.620207092
402,834,437.5893469
400,835,2.526588185
401,835,12.9005786
395,837,488.6166524
393,838,1115.469284
390,839,1608.591132
353,840,38.90982397
351,840,57.52656557
352,840,38.88717143
354,841,53.70364129
390,843,0.132398188
381,843,2157.174353
380,844,2579.164577
377,845,173.8979812
378,846,1354.506475
355,847,62.85386887
357,848,3.86822719
348,848,832.7118196
348,849,0.005246282
357,849,2282.949474
356,850,2299.38197
347,851,577.4242249
346,852,694.1328649
356,852,44.61603443
358,853,2201.325381
359,854,985.0261241
359,855,0.659701676
345,855,1922.349904
360,856,1568.85278
376,857,30.04787102
375,857,30.56849523
374,857,31.77030602
373,859,30.0799042
384,859,1.168784857
361,860,535.9682244
372,861,4.922991177
362,861,3185.790804
371,862,2930.517693
468,862,8.264444464
363,863,1045.786004
419,864,2039.692682
437,865,912.6675722
436,865,0.137196972
434,866,1055.523153
433,867,693.0755662
436,868,562.8285552
435,869,1003.8858
436,870,0.009901248
441,872,805.0003161
432,873,531.994518
432,874,0.060698507
432,874,0.139457554
431,874,3289.979308
458,876,1074.866567
457,877,852.8671046
442,878,833.29918
444,879,456.1530342
442,879,0.021628675
443,879,18.35405973
442,880,26.22953946
443,880,392.8455279
444,881,60.28754047
456,882,473.5026539
476,883,41.56040266
445,883,0.742290496
472,883,3.221808007
440,884,0.009292683
444,884,0.416086749
440,885,1764.398158
439,886,1668.500694
438,887,17.48779077
439,888,9.039419922
417,890,10.54171067
417,892,434.1544974
258,893,103.2500156
386,894,514.8394852
405,896,35.56473593
385,897,726.2930479
422,898,620.8566887
384,899,702.8577403
427,900,553.0121756
383,901,16.21814677
427,901,9.691678441
450,902,544.5662087
448,902,39.39476184
449,903,491.7641947
446,904,1076.636261
447,905,965.8800536
485,906,10.01453125
486,908,28.32515911
470,909,3052.456874
486,909,3052.456874
369,910,302.3412747
363,911,28.99787019
365,911,729.693651
368,911,3.155920451
370,911,4.353664188
368,912,0.305378107
364,913,586.7880995
382,914,6.538848348
370,914,402.7477016
477,915,929.7010418
478,915,929.7010418
452,915,0.383813322
473,916,479.351948
366,918,46.17841419
368,918,0.516188509
368,919,11.40692597
367,919,698.4424662
463,920,3.593813445
462,920,53.05165677
464,921,234.3875109
782,923,2701.844178
809,924,36.50339262
810,925,46.56673589
823,926,992.4325574
817,928,34.39264952
816,929,52.22861936
821,930,2576.925626
820,931,3199.004446
800,932,39.00776872
826,934,3241.894258
827,935,3566.33363
808,936,54.34650744
822,937,2480.002509
812,938,117.1126566
712,939,37.53165765
813,940,117.637092
828,941,2343.932218
829,942,951.3297098
814,943,33.50612633
824,944,3999.196219
825,945,955.6110851
831,946,1373.832203
830,948,3269.916176
799,949,68.91279459
798,950,39.89983494
