VarID,varName_DF8,varName_DF9,varName_DF10,varName_DF9b,dbTable_DF8,dbTable_DF9,dbTable_DF9b,codesTable_DF9b,varMacroCategory,varCategory,varSubCategory,codedNAValue,CodedVar,DataType,VarType,CovertToFactorVar,FactorType,varCodesValues,accdbMetadata_VarDescription_Short,accdbMetadata_VarDescription_Long,accdbMetadata_PriorChangesToVar,accdbMetadata_Comments,DF8Metadata_Text,DF9Metadata_VarText,DF9Metadata_VarGroupText,DF10Metadata_Text,DF10_Removed,DF10_Aggregated,DF10_Renamed,DF10_Changed,DF10_NewVar,RC_VarDesignProblem,RC_VarDesignProblem_Comments
130,PESTLES,pestles,pestles,pestles,V211,lithicGround,Data_lithicGround,,Archaeology,Artifact Counts,Lithics - Ground/Polished,-1,FALSE,Integer,Count,FALSE,,,Pestles,Counts of pestle (tejolote) fragments.,,,"Counts of pecked, ground, or polished stone objects collected. In 1981, Pedro Baños said that he did not recognize slingstones (var.137) nor palettes (var.140), and probably not whetstones (var.139) or anvils (var.143). Very likely, many finds of these objects were not identified as such on the site records, and thus are not coded in DF8. The coders probably also missed a number of occurrences of the less usual stone categories, even when they were noted on the site records.",Pestles (tejolotes). 214 (Figure 3.x).,"Counts of pecked, ground, or polished stone collected. No test has been made to see how uniform practices of field crews were in collecting these frequently heavy and bulky objects. Categories that were recognized by all field crews include manos, metates, mortars (stone molcajetes), pestles (tejolotes), hammer stones (martillos), reworked lajas (fragments of tabular stone, probably originally used in tableros, flaked along one edge to serve as choppers), and ""plastersmoothers."" Mano, metate, mortar, and pestle counts include some that are pre-Teotihuacan and many that are post-Teotihuacan. Work by Castañeda (1976), Cowgill (unpublished), and Biskowski (1986, 1997), relying in part on Blucher (1971) for pre-Teotihuacan, has identified a number of mano and metate types that can be roughly subdivided into predominantly pre-Teotihuacan, Teotihuacan Period, or post-Teotihuacan (especially Aztec), but finer chronological subdivisions have not been made, and no chronological information on these objects is captured in DF9. Rare categories only recognized and recorded in collections analyzed (in the field and later) by James Bennyhoff before his association with the TMP ended in 1966 are ""plumb bobs,"" sling stones, ""whetstones,"" palettes, and anvils. It is likely that counts of some of these categories would have been considerably higher if more TMP analysts had recognized them. Cowgill directed an extensive restudy of many ground stone categories by technicians Pedro Baños and Zeferino Ortega, beginning in the fall of 1984. Parts of the resulting paper records have been put into an electronic file by Biskowski, but most remain in the form of paper data sheets in the possession of Cowgill at ASU, with copies in the Teotihuacan Archaeological Research Center, awaiting further analysis. We list below the counts of fragments of various kinds of stone objects collected by the TMP. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
131,PSMOOTHR,plasterSmoothers,plasterSmoothers,plasterSmoothers,V211,lithicGround,Data_lithicGround,,Archaeology,Artifact Counts,Lithics - Ground/Polished,-1,FALSE,Integer,Count,FALSE,,,"""Plaster smoothers""","Counts of ""plaster smoother"" fragments.",,,"Counts of pecked, ground, or polished stone objects collected. In 1981, Pedro Baños said that he did not recognize slingstones (var.137) nor palettes (var.140), and probably not whetstones (var.139) or anvils (var.143). Very likely, many finds of these objects were not identified as such on the site records, and thus are not coded in DF8. The coders probably also missed a number of occurrences of the less usual stone categories, even when they were noted on the site records.","""Plastersmoothers."" 4,240 (Figure 3.x). Most ""plastersmoothers"" are objects of porous lava with a tabular body and a knob handle (Figure 3.x), suitable for some kind of abrading but singularly ill-suited for spreading or smoothing plaster. They may have been used in some stage of building substantial structures, but they remain puzzling. A few ""plastersmoothers"" are objects of denser stone, often with loop handles, (Figure 3.x) that probably had a different use and seem somewhat more likely to have been employed in the building industry. All, or nearly all ""plastersmoothers"" pertain to the Teotihuacan Period.","Counts of pecked, ground, or polished stone collected. No test has been made to see how uniform practices of field crews were in collecting these frequently heavy and bulky objects. Categories that were recognized by all field crews include manos, metates, mortars (stone molcajetes), pestles (tejolotes), hammer stones (martillos), reworked lajas (fragments of tabular stone, probably originally used in tableros, flaked along one edge to serve as choppers), and ""plastersmoothers."" Mano, metate, mortar, and pestle counts include some that are pre-Teotihuacan and many that are post-Teotihuacan. Work by Castañeda (1976), Cowgill (unpublished), and Biskowski (1986, 1997), relying in part on Blucher (1971) for pre-Teotihuacan, has identified a number of mano and metate types that can be roughly subdivided into predominantly pre-Teotihuacan, Teotihuacan Period, or post-Teotihuacan (especially Aztec), but finer chronological subdivisions have not been made, and no chronological information on these objects is captured in DF9. Rare categories only recognized and recorded in collections analyzed (in the field and later) by James Bennyhoff before his association with the TMP ended in 1966 are ""plumb bobs,"" sling stones, ""whetstones,"" palettes, and anvils. It is likely that counts of some of these categories would have been considerably higher if more TMP analysts had recognized them. Cowgill directed an extensive restudy of many ground stone categories by technicians Pedro Baños and Zeferino Ortega, beginning in the fall of 1984. Parts of the resulting paper records have been put into an electronic file by Biskowski, but most remain in the form of paper data sheets in the possession of Cowgill at ASU, with copies in the Teotihuacan Archaeological Research Center, awaiting further analysis. We list below the counts of fragments of various kinds of stone objects collected by the TMP. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
132,PLUMBBOB,plumbBobs,plumbBobs,plumbBobs,V211,lithicGround,Data_lithicGround,,Archaeology,Artifact Counts,Lithics - Ground/Polished,-1,FALSE,Integer,Count,FALSE,,,"""Plumb-bobs""","Counts of ""plumb-bob"" fragments.",,,"Counts of pecked, ground, or polished stone objects collected. In 1981, Pedro Baños said that he did not recognize slingstones (var.137) nor palettes (var.140), and probably not whetstones (var.139) or anvils (var.143). Very likely, many finds of these objects were not identified as such on the site records, and thus are not coded in DF8. The coders probably also missed a number of occurrences of the less usual stone categories, even when they were noted on the site records.","""Plumb bobs."" 26 (Figure 3.x). [Describe. Relate to object mentioned by Linné (1942)?]","Counts of pecked, ground, or polished stone collected. No test has been made to see how uniform practices of field crews were in collecting these frequently heavy and bulky objects. Categories that were recognized by all field crews include manos, metates, mortars (stone molcajetes), pestles (tejolotes), hammer stones (martillos), reworked lajas (fragments of tabular stone, probably originally used in tableros, flaked along one edge to serve as choppers), and ""plastersmoothers."" Mano, metate, mortar, and pestle counts include some that are pre-Teotihuacan and many that are post-Teotihuacan. Work by Castañeda (1976), Cowgill (unpublished), and Biskowski (1986, 1997), relying in part on Blucher (1971) for pre-Teotihuacan, has identified a number of mano and metate types that can be roughly subdivided into predominantly pre-Teotihuacan, Teotihuacan Period, or post-Teotihuacan (especially Aztec), but finer chronological subdivisions have not been made, and no chronological information on these objects is captured in DF9. Rare categories only recognized and recorded in collections analyzed (in the field and later) by James Bennyhoff before his association with the TMP ended in 1966 are ""plumb bobs,"" sling stones, ""whetstones,"" palettes, and anvils. It is likely that counts of some of these categories would have been considerably higher if more TMP analysts had recognized them. Cowgill directed an extensive restudy of many ground stone categories by technicians Pedro Baños and Zeferino Ortega, beginning in the fall of 1984. Parts of the resulting paper records have been put into an electronic file by Biskowski, but most remain in the form of paper data sheets in the possession of Cowgill at ASU, with copies in the Teotihuacan Archaeological Research Center, awaiting further analysis. We list below the counts of fragments of various kinds of stone objects collected by the TMP. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
133,FIXTWALL,wallFixtures,wallFixSurf,wallFixSurf,V211,lithicGround,Data_lithicGround,,Archaeology,Artifact Counts,Lithics - Ground/Polished,-1,FALSE,Integer,Count,FALSE,,,Wall fixtures,Counts of wall fixture fragments.,,,"Counts of pecked, ground, or polished stone objects collected. In 1981, Pedro Baños said that he did not recognize slingstones (var.137) nor palettes (var.140), and probably not whetstones (var.139) or anvils (var.143). Very likely, many finds of these objects were not identified as such on the site records, and thus are not coded in DF8. The coders probably also missed a number of occurrences of the less usual stone categories, even when they were noted on the site records.",Wall fixtures. 140 (Figure 3.x). [Explain. Relate to data field 33.],"Counts of pecked, ground, or polished stone collected. No test has been made to see how uniform practices of field crews were in collecting these frequently heavy and bulky objects. Categories that were recognized by all field crews include manos, metates, mortars (stone molcajetes), pestles (tejolotes), hammer stones (martillos), reworked lajas (fragments of tabular stone, probably originally used in tableros, flaked along one edge to serve as choppers), and ""plastersmoothers."" Mano, metate, mortar, and pestle counts include some that are pre-Teotihuacan and many that are post-Teotihuacan. Work by Castañeda (1976), Cowgill (unpublished), and Biskowski (1986, 1997), relying in part on Blucher (1971) for pre-Teotihuacan, has identified a number of mano and metate types that can be roughly subdivided into predominantly pre-Teotihuacan, Teotihuacan Period, or post-Teotihuacan (especially Aztec), but finer chronological subdivisions have not been made, and no chronological information on these objects is captured in DF9. Rare categories only recognized and recorded in collections analyzed (in the field and later) by James Bennyhoff before his association with the TMP ended in 1966 are ""plumb bobs,"" sling stones, ""whetstones,"" palettes, and anvils. It is likely that counts of some of these categories would have been considerably higher if more TMP analysts had recognized them. Cowgill directed an extensive restudy of many ground stone categories by technicians Pedro Baños and Zeferino Ortega, beginning in the fall of 1984. Parts of the resulting paper records have been put into an electronic file by Biskowski, but most remain in the form of paper data sheets in the possession of Cowgill at ASU, with copies in the Teotihuacan Archaeological Research Center, awaiting further analysis. We list below the counts of fragments of various kinds of stone objects collected by the TMP. ",Some variable names were changed in order to avoid duplicate variable names. The variable ‘wallFixtures’ was found in both archMaterial and lithicGround. The ‘wallFixtures’ in archMaterial was changed to ‘wallFixSitu’ and the ‘wallFixtures’ in lithicGround was changed to ‘wallFixSurf.’,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
134,FIREGODS,fireGods,fireGods,fireGods,V211,lithicGround,Data_lithicGround,,Archaeology,Artifact Counts,Lithics - Ground/Polished,-1,FALSE,Integer,Count,FALSE,,,Firegods,"Counts of ""firegod"" (Huehueteotl) censer fragments.",,,"Counts of pecked, ground, or polished stone objects collected. In 1981, Pedro Baños said that he did not recognize slingstones (var.137) nor palettes (var.140), and probably not whetstones (var.139) or anvils (var.143). Very likely, many finds of these objects were not identified as such on the site records, and thus are not coded in DF8. The coders probably also missed a number of occurrences of the less usual stone categories, even when they were noted on the site records.","Fire gods (Huehueteotls). 33 (Figure 3.x and 3.x). These stone figures of a bent old man with fangs, seated cross-legged and with a bowl on the head, are frequently found in excavations of Teotihuacan apartment compounds, often near the altar in a central courtyard. They are likely associated with ritual at the apartment compound level, involving the multiple households of the compound but probably not groups outside the compound. That is, they are probably an element in the ideational basis for corporate aspects of compounds. Umberger (1987) and López Luján (1989) discuss an interesting Aztec copy and partial reinterpretation of the form.","Counts of pecked, ground, or polished stone collected. No test has been made to see how uniform practices of field crews were in collecting these frequently heavy and bulky objects. Categories that were recognized by all field crews include manos, metates, mortars (stone molcajetes), pestles (tejolotes), hammer stones (martillos), reworked lajas (fragments of tabular stone, probably originally used in tableros, flaked along one edge to serve as choppers), and ""plastersmoothers."" Mano, metate, mortar, and pestle counts include some that are pre-Teotihuacan and many that are post-Teotihuacan. Work by Castañeda (1976), Cowgill (unpublished), and Biskowski (1986, 1997), relying in part on Blucher (1971) for pre-Teotihuacan, has identified a number of mano and metate types that can be roughly subdivided into predominantly pre-Teotihuacan, Teotihuacan Period, or post-Teotihuacan (especially Aztec), but finer chronological subdivisions have not been made, and no chronological information on these objects is captured in DF9. Rare categories only recognized and recorded in collections analyzed (in the field and later) by James Bennyhoff before his association with the TMP ended in 1966 are ""plumb bobs,"" sling stones, ""whetstones,"" palettes, and anvils. It is likely that counts of some of these categories would have been considerably higher if more TMP analysts had recognized them. Cowgill directed an extensive restudy of many ground stone categories by technicians Pedro Baños and Zeferino Ortega, beginning in the fall of 1984. Parts of the resulting paper records have been put into an electronic file by Biskowski, but most remain in the form of paper data sheets in the possession of Cowgill at ASU, with copies in the Teotihuacan Archaeological Research Center, awaiting further analysis. We list below the counts of fragments of various kinds of stone objects collected by the TMP. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
135,MSCSTNSC,sculptureFrags,sculptureFrags,sculptureFrags,V211,lithicGround,Data_lithicGround,,Archaeology,Artifact Counts,Lithics - Ground/Polished,-1,FALSE,Integer,Count,FALSE,,,Miscellaneous stone sculpture fragments,Counts of miscellaneous stone sculpture fragments.,,"Do not confuse [lithicGround].[sculptureFrags] with [lithicGround].[groundstoneOther]; the former contains fragments of stone sculpture, the latter stone objects, presumably mostly artifact fragments, which coders could not fit with the other [lithicGround] categories.","Counts of pecked, ground, or polished stone objects collected. In 1981, Pedro Baños said that he did not recognize slingstones (var.137) nor palettes (var.140), and probably not whetstones (var.139) or anvils (var.143). Very likely, many finds of these objects were not identified as such on the site records, and thus are not coded in DF8. The coders probably also missed a number of occurrences of the less usual stone categories, even when they were noted on the site records.","Miscellaneous stone sculpture fragments. 113 (Figure 3.x). There is more stone sculpture at Teotihuacan than is generally recognized, and it merits more systematic study.","Counts of pecked, ground, or polished stone collected. No test has been made to see how uniform practices of field crews were in collecting these frequently heavy and bulky objects. Categories that were recognized by all field crews include manos, metates, mortars (stone molcajetes), pestles (tejolotes), hammer stones (martillos), reworked lajas (fragments of tabular stone, probably originally used in tableros, flaked along one edge to serve as choppers), and ""plastersmoothers."" Mano, metate, mortar, and pestle counts include some that are pre-Teotihuacan and many that are post-Teotihuacan. Work by Castañeda (1976), Cowgill (unpublished), and Biskowski (1986, 1997), relying in part on Blucher (1971) for pre-Teotihuacan, has identified a number of mano and metate types that can be roughly subdivided into predominantly pre-Teotihuacan, Teotihuacan Period, or post-Teotihuacan (especially Aztec), but finer chronological subdivisions have not been made, and no chronological information on these objects is captured in DF9. Rare categories only recognized and recorded in collections analyzed (in the field and later) by James Bennyhoff before his association with the TMP ended in 1966 are ""plumb bobs,"" sling stones, ""whetstones,"" palettes, and anvils. It is likely that counts of some of these categories would have been considerably higher if more TMP analysts had recognized them. Cowgill directed an extensive restudy of many ground stone categories by technicians Pedro Baños and Zeferino Ortega, beginning in the fall of 1984. Parts of the resulting paper records have been put into an electronic file by Biskowski, but most remain in the form of paper data sheets in the possession of Cowgill at ASU, with copies in the Teotihuacan Archaeological Research Center, awaiting further analysis. We list below the counts of fragments of various kinds of stone objects collected by the TMP. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
136,HAMMERS,hammerStones,hammerStones,hammerStones,V211,lithicGround,Data_lithicGround,,Archaeology,Artifact Counts,Lithics - Ground/Polished,-1,FALSE,Integer,Count,FALSE,,,Hammer stones,Counts of hammer stone (martillo) fragments.,,,"Counts of pecked, ground, or polished stone objects collected. In 1981, Pedro Baños said that he did not recognize slingstones (var.137) nor palettes (var.140), and probably not whetstones (var.139) or anvils (var.143). Very likely, many finds of these objects were not identified as such on the site records, and thus are not coded in DF8. The coders probably also missed a number of occurrences of the less usual stone categories, even when they were noted on the site records.","Hammer stones (martillos). 3,067 (Figure 3.x). These are roundish stones with battered surfaces that indicate they had been used for pounding.","Counts of pecked, ground, or polished stone collected. No test has been made to see how uniform practices of field crews were in collecting these frequently heavy and bulky objects. Categories that were recognized by all field crews include manos, metates, mortars (stone molcajetes), pestles (tejolotes), hammer stones (martillos), reworked lajas (fragments of tabular stone, probably originally used in tableros, flaked along one edge to serve as choppers), and ""plastersmoothers."" Mano, metate, mortar, and pestle counts include some that are pre-Teotihuacan and many that are post-Teotihuacan. Work by Castañeda (1976), Cowgill (unpublished), and Biskowski (1986, 1997), relying in part on Blucher (1971) for pre-Teotihuacan, has identified a number of mano and metate types that can be roughly subdivided into predominantly pre-Teotihuacan, Teotihuacan Period, or post-Teotihuacan (especially Aztec), but finer chronological subdivisions have not been made, and no chronological information on these objects is captured in DF9. Rare categories only recognized and recorded in collections analyzed (in the field and later) by James Bennyhoff before his association with the TMP ended in 1966 are ""plumb bobs,"" sling stones, ""whetstones,"" palettes, and anvils. It is likely that counts of some of these categories would have been considerably higher if more TMP analysts had recognized them. Cowgill directed an extensive restudy of many ground stone categories by technicians Pedro Baños and Zeferino Ortega, beginning in the fall of 1984. Parts of the resulting paper records have been put into an electronic file by Biskowski, but most remain in the form of paper data sheets in the possession of Cowgill at ASU, with copies in the Teotihuacan Archaeological Research Center, awaiting further analysis. We list below the counts of fragments of various kinds of stone objects collected by the TMP. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
137,SLINGSTN,slingStones,slingStones,slingStones,V211,lithicGround,Data_lithicGround,,Archaeology,Artifact Counts,Lithics - Ground/Polished,-1,FALSE,Integer,Count,FALSE,,,Slingstones,Counts of slingstone fragments.,,,"Counts of pecked, ground, or polished stone objects collected. In 1981, Pedro Baños said that he did not recognize slingstones (var.137) nor palettes (var.140), and probably not whetstones (var.139) or anvils (var.143). Very likely, many finds of these objects were not identified as such on the site records, and thus are not coded in DF8. The coders probably also missed a number of occurrences of the less usual stone categories, even when they were noted on the site records.",Sling stones. 21 (Figure 3.x). This category was only recognized by Bennyhoff. Probably many more exist in the TMP collections.,"Counts of pecked, ground, or polished stone collected. No test has been made to see how uniform practices of field crews were in collecting these frequently heavy and bulky objects. Categories that were recognized by all field crews include manos, metates, mortars (stone molcajetes), pestles (tejolotes), hammer stones (martillos), reworked lajas (fragments of tabular stone, probably originally used in tableros, flaked along one edge to serve as choppers), and ""plastersmoothers."" Mano, metate, mortar, and pestle counts include some that are pre-Teotihuacan and many that are post-Teotihuacan. Work by Castañeda (1976), Cowgill (unpublished), and Biskowski (1986, 1997), relying in part on Blucher (1971) for pre-Teotihuacan, has identified a number of mano and metate types that can be roughly subdivided into predominantly pre-Teotihuacan, Teotihuacan Period, or post-Teotihuacan (especially Aztec), but finer chronological subdivisions have not been made, and no chronological information on these objects is captured in DF9. Rare categories only recognized and recorded in collections analyzed (in the field and later) by James Bennyhoff before his association with the TMP ended in 1966 are ""plumb bobs,"" sling stones, ""whetstones,"" palettes, and anvils. It is likely that counts of some of these categories would have been considerably higher if more TMP analysts had recognized them. Cowgill directed an extensive restudy of many ground stone categories by technicians Pedro Baños and Zeferino Ortega, beginning in the fall of 1984. Parts of the resulting paper records have been put into an electronic file by Biskowski, but most remain in the form of paper data sheets in the possession of Cowgill at ASU, with copies in the Teotihuacan Archaeological Research Center, awaiting further analysis. We list below the counts of fragments of various kinds of stone objects collected by the TMP. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
138,SMTHSTN,smoothStones,smoothStones,smoothStones,V211,lithicGround,Data_lithicGround,,Archaeology,Artifact Counts,Lithics - Ground/Polished,-1,FALSE,Integer,Count,FALSE,,,Smoothing/rubbing stones,Counts of smoothing/rubbing stone fragments.,,,"Counts of pecked, ground, or polished stone objects collected. In 1981, Pedro Baños said that he did not recognize slingstones (var.137) nor palettes (var.140), and probably not whetstones (var.139) or anvils (var.143). Very likely, many finds of these objects were not identified as such on the site records, and thus are not coded in DF8. The coders probably also missed a number of occurrences of the less usual stone categories, even when they were noted on the site records.",Smoothing/rubbing stones. 308 (Figure 3.x). These are roundish and usually rather dense stones with one or more surfaces smoothed by use as a polishing implement. Some of these may have been used in making pottery; others perhaps in polishing plastered walls and floors.,"Counts of pecked, ground, or polished stone collected. No test has been made to see how uniform practices of field crews were in collecting these frequently heavy and bulky objects. Categories that were recognized by all field crews include manos, metates, mortars (stone molcajetes), pestles (tejolotes), hammer stones (martillos), reworked lajas (fragments of tabular stone, probably originally used in tableros, flaked along one edge to serve as choppers), and ""plastersmoothers."" Mano, metate, mortar, and pestle counts include some that are pre-Teotihuacan and many that are post-Teotihuacan. Work by Castañeda (1976), Cowgill (unpublished), and Biskowski (1986, 1997), relying in part on Blucher (1971) for pre-Teotihuacan, has identified a number of mano and metate types that can be roughly subdivided into predominantly pre-Teotihuacan, Teotihuacan Period, or post-Teotihuacan (especially Aztec), but finer chronological subdivisions have not been made, and no chronological information on these objects is captured in DF9. Rare categories only recognized and recorded in collections analyzed (in the field and later) by James Bennyhoff before his association with the TMP ended in 1966 are ""plumb bobs,"" sling stones, ""whetstones,"" palettes, and anvils. It is likely that counts of some of these categories would have been considerably higher if more TMP analysts had recognized them. Cowgill directed an extensive restudy of many ground stone categories by technicians Pedro Baños and Zeferino Ortega, beginning in the fall of 1984. Parts of the resulting paper records have been put into an electronic file by Biskowski, but most remain in the form of paper data sheets in the possession of Cowgill at ASU, with copies in the Teotihuacan Archaeological Research Center, awaiting further analysis. We list below the counts of fragments of various kinds of stone objects collected by the TMP. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
139,WHETSTN,whetStones,whetStones,whetStones,V211,lithicGround,Data_lithicGround,,Archaeology,Artifact Counts,Lithics - Ground/Polished,-1,FALSE,Integer,Count,FALSE,,,Whetstones,Counts of whetstone fragments.,,,"Counts of pecked, ground, or polished stone objects collected. In 1981, Pedro Baños said that he did not recognize slingstones (var.137) nor palettes (var.140), and probably not whetstones (var.139) or anvils (var.143). Very likely, many finds of these objects were not identified as such on the site records, and thus are not coded in DF8. The coders probably also missed a number of occurrences of the less usual stone categories, even when they were noted on the site records.","""Whetstones."" 12 (Figure 3.x). This category was probably only recognized by Bennyhoff.","Counts of pecked, ground, or polished stone collected. No test has been made to see how uniform practices of field crews were in collecting these frequently heavy and bulky objects. Categories that were recognized by all field crews include manos, metates, mortars (stone molcajetes), pestles (tejolotes), hammer stones (martillos), reworked lajas (fragments of tabular stone, probably originally used in tableros, flaked along one edge to serve as choppers), and ""plastersmoothers."" Mano, metate, mortar, and pestle counts include some that are pre-Teotihuacan and many that are post-Teotihuacan. Work by Castañeda (1976), Cowgill (unpublished), and Biskowski (1986, 1997), relying in part on Blucher (1971) for pre-Teotihuacan, has identified a number of mano and metate types that can be roughly subdivided into predominantly pre-Teotihuacan, Teotihuacan Period, or post-Teotihuacan (especially Aztec), but finer chronological subdivisions have not been made, and no chronological information on these objects is captured in DF9. Rare categories only recognized and recorded in collections analyzed (in the field and later) by James Bennyhoff before his association with the TMP ended in 1966 are ""plumb bobs,"" sling stones, ""whetstones,"" palettes, and anvils. It is likely that counts of some of these categories would have been considerably higher if more TMP analysts had recognized them. Cowgill directed an extensive restudy of many ground stone categories by technicians Pedro Baños and Zeferino Ortega, beginning in the fall of 1984. Parts of the resulting paper records have been put into an electronic file by Biskowski, but most remain in the form of paper data sheets in the possession of Cowgill at ASU, with copies in the Teotihuacan Archaeological Research Center, awaiting further analysis. We list below the counts of fragments of various kinds of stone objects collected by the TMP. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
140,PALETTES,palettes,palettes,palettes,V212,lithicGround,Data_lithicGround,,Archaeology,Artifact Counts,Lithics - Ground/Polished,-1,FALSE,Integer,Count,FALSE,,,Palettes,Counts of palette fragments.,,,"Counts of pecked, ground, or polished stone objects collected. In 1981, Pedro Baños said that he did not recognize slingstones (var.137) nor palettes (var.140), and probably not whetstones (var.139) or anvils (var.143). Very likely, many finds of these objects were not identified as such on the site records, and thus are not coded in DF8. The coders probably also missed a number of occurrences of the less usual stone categories, even when they were noted on the site records.",Palettes. 40 (Figure 3.x). A category only recognized by Bennyhoff. [Describe to the extent possible.],"Counts of pecked, ground, or polished stone collected. No test has been made to see how uniform practices of field crews were in collecting these frequently heavy and bulky objects. Categories that were recognized by all field crews include manos, metates, mortars (stone molcajetes), pestles (tejolotes), hammer stones (martillos), reworked lajas (fragments of tabular stone, probably originally used in tableros, flaked along one edge to serve as choppers), and ""plastersmoothers."" Mano, metate, mortar, and pestle counts include some that are pre-Teotihuacan and many that are post-Teotihuacan. Work by Castañeda (1976), Cowgill (unpublished), and Biskowski (1986, 1997), relying in part on Blucher (1971) for pre-Teotihuacan, has identified a number of mano and metate types that can be roughly subdivided into predominantly pre-Teotihuacan, Teotihuacan Period, or post-Teotihuacan (especially Aztec), but finer chronological subdivisions have not been made, and no chronological information on these objects is captured in DF9. Rare categories only recognized and recorded in collections analyzed (in the field and later) by James Bennyhoff before his association with the TMP ended in 1966 are ""plumb bobs,"" sling stones, ""whetstones,"" palettes, and anvils. It is likely that counts of some of these categories would have been considerably higher if more TMP analysts had recognized them. Cowgill directed an extensive restudy of many ground stone categories by technicians Pedro Baños and Zeferino Ortega, beginning in the fall of 1984. Parts of the resulting paper records have been put into an electronic file by Biskowski, but most remain in the form of paper data sheets in the possession of Cowgill at ASU, with copies in the Teotihuacan Archaeological Research Center, awaiting further analysis. We list below the counts of fragments of various kinds of stone objects collected by the TMP. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
141,CELTS,celts,celts,celts,V212,lithicGround,Data_lithicGround,,Archaeology,Artifact Counts,Lithics - Ground/Polished,-1,FALSE,Integer,Count,FALSE,,,Celts,Counts of celt fragments.,,Category no longer used,"Counts of pecked, ground, or polished stone objects collected. In 1981, Pedro Baños said that he did not recognize slingstones (var.137) nor palettes (var.140), and probably not whetstones (var.139) or anvils (var.143). Very likely, many finds of these objects were not identified as such on the site records, and thus are not coded in DF8. The coders probably also missed a number of occurrences of the less usual stone categories, even when they were noted on the site records.","Celts. None, or at least none recorded as such. It is noteworthy that ground stone axes and celts are virtually absent at Teotihuacan (a fact already commented on by Sigvald Linné [1942]), and none were recorded by the TMP. Also absent, or at least not recognized, are any non-perishable agricultural implements, such as stone hoes. These absences are quite puzzling.","Counts of pecked, ground, or polished stone collected. No test has been made to see how uniform practices of field crews were in collecting these frequently heavy and bulky objects. Categories that were recognized by all field crews include manos, metates, mortars (stone molcajetes), pestles (tejolotes), hammer stones (martillos), reworked lajas (fragments of tabular stone, probably originally used in tableros, flaked along one edge to serve as choppers), and ""plastersmoothers."" Mano, metate, mortar, and pestle counts include some that are pre-Teotihuacan and many that are post-Teotihuacan. Work by Castañeda (1976), Cowgill (unpublished), and Biskowski (1986, 1997), relying in part on Blucher (1971) for pre-Teotihuacan, has identified a number of mano and metate types that can be roughly subdivided into predominantly pre-Teotihuacan, Teotihuacan Period, or post-Teotihuacan (especially Aztec), but finer chronological subdivisions have not been made, and no chronological information on these objects is captured in DF9. Rare categories only recognized and recorded in collections analyzed (in the field and later) by James Bennyhoff before his association with the TMP ended in 1966 are ""plumb bobs,"" sling stones, ""whetstones,"" palettes, and anvils. It is likely that counts of some of these categories would have been considerably higher if more TMP analysts had recognized them. Cowgill directed an extensive restudy of many ground stone categories by technicians Pedro Baños and Zeferino Ortega, beginning in the fall of 1984. Parts of the resulting paper records have been put into an electronic file by Biskowski, but most remain in the form of paper data sheets in the possession of Cowgill at ASU, with copies in the Teotihuacan Archaeological Research Center, awaiting further analysis. We list below the counts of fragments of various kinds of stone objects collected by the TMP. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
