"","ID","observation","code"
"592",148,"XLMEARC2",77
"593",149,"MCTLARC2",77
"594",149,"OXTOARC2",77
"595",149,"PMICARC2",77
"596",149,"XLMEARC2",77
"597",150,"MCTLARC2",77
"598",150,"OXTOARC2",77
"599",150,"PMICARC2",77
"600",150,"XLMEARC2",77
"601",151,"MCTLARC2",77
"602",151,"OXTOARC2",77
"603",151,"PMICARC2",77
"604",151,"XLMEARC2",77
"605",152,"MCTLARC2",-1
"606",152,"OXTOARC2",77
"607",152,"PMICARC2",77
"608",152,"XLMEARC2",77
"609",153,"MCTLARC2",77
"610",153,"OXTOARC2",77
"611",153,"PMICARC2",77
"612",153,"XLMEARC2",77
"613",154,"MCTLARC2",77
"614",154,"OXTOARC2",77
"615",154,"PMICARC2",77
"616",154,"XLMEARC2",77
"617",155,"MCTLARC2",77
"618",155,"OXTOARC2",77
"619",155,"PMICARC2",77
"620",155,"XLMEARC2",77
"621",156,"MCTLARC2",77
"622",156,"OXTOARC2",77
"623",156,"PMICARC2",77
"624",156,"XLMEARC2",77
"625",157,"MCTLARC2",77
"626",157,"OXTOARC2",77
"627",157,"PMICARC2",77
"628",157,"XLMEARC2",77
"629",158,"MCTLARC2",77
"630",158,"OXTOARC2",77
"631",158,"PMICARC2",77
"632",158,"XLMEARC2",77
"633",159,"MCTLARC2",77
"634",159,"OXTOARC2",77
"635",159,"PMICARC2",77
"636",159,"XLMEARC2",77
"637",160,"MCTLARC2",77
"638",160,"OXTOARC2",77
"639",160,"PMICARC2",77
"640",160,"XLMEARC2",77
"641",161,"MCTLARC2",77
"642",161,"OXTOARC2",77
"643",161,"PMICARC2",77
"644",161,"XLMEARC2",77
"645",162,"MCTLARC2",77
"646",162,"OXTOARC2",77
"647",162,"PMICARC2",77
"648",162,"XLMEARC2",77
"649",163,"MCTLARC2",77
"650",163,"OXTOARC2",77
"651",163,"PMICARC2",77
"652",163,"XLMEARC2",77
"653",164,"MCTLARC2",77
"654",164,"OXTOARC2",77
"655",164,"PMICARC2",77
"656",164,"XLMEARC2",77
"657",165,"MCTLARC2",77
"658",165,"OXTOARC2",77
"659",165,"PMICARC2",77
"660",165,"XLMEARC2",77
"661",166,"MCTLARC2",77
"662",166,"OXTOARC2",77
"663",166,"PMICARC2",77
"664",166,"XLMEARC2",77
"665",167,"MCTLARC2",77
"666",167,"OXTOARC2",77
"667",167,"PMICARC2",77
"668",167,"XLMEARC2",77
"669",168,"MCTLARC2",-1
