"ORD_A","ORD_F","archInterp","funcInterp","count","arch_total","arch_pct","func_total","func_pct","PairIndex","count_LC","arch_pct_LC","func_pct_LC","PairIndex_LC"
58,102,"no plausible alternative to the primary interpretation","plaza",6,14583,0.000411437975725159,1139,0.00526777875329236,0.00567921672901752,2,0.000539083557951483,0.00495049504950495,0.00548957860745643
26,32,"casa humilde","intermediate status residence",8,2358,0.00339270568278202,3924,0.00203873598369011,0.00543144166647213,3,0.00490196078431373,0.00156087408949011,0.00646283487380384
144,105,"probably not occupied or utilized in this period","plaza",5,6729,0.000743052459503641,1139,0.00438981562774363,0.00513286808724728,NA,NA,NA,NA
79,168,"occupation without durable structures","temple platform",2,1165,0.00171673819742489,586,0.00341296928327645,0.00512970748070134,NA,NA,NA,NA
196,150,NA,"residence of uncertain status",1,214,0.00467289719626168,2533,0.000394788787998421,0.0050676859842601,NA,NA,NA,NA
162,56,"room group","no plausible alternative to the pirmary interpretation",10,2458,0.00406834825061025,13644,0.000732922896511287,0.00480127114712154,2,0.0229885057471264,0.000583090379008746,0.0235715961261352
141,124,"probably not occupied or utilized in this period","primary interpretation is the best assessment of a very ambiguous situation",14,6729,0.00208054688661019,5305,0.00263901979264844,0.00471956667925864,3,0.00402684563758389,0.0025531914893617,0.0065800371269456
124,31,"primary interpretation is the best assessment of a very ambiguous situation","intermediate status residence",10,4655,0.00214822771213749,3924,0.00254841997961264,0.00469664769175013,5,0.00490677134445535,0.00260145681581686,0.00750822816027221
152,86,"probably not occupied or utilized in this period","other",1,6729,0.000148610491900728,220,0.00454545454545455,0.00469406503735527,NA,NA,NA,NA
164,94,"room group","platform of probable religious significance",3,2458,0.00122050447518308,879,0.00341296928327645,0.00463347375845953,1,0.0114942528735632,0.00371747211895911,0.0152117249925223
5,180,"access-way (alley, street, avenue, etc.)","unoccupied, not clear if cultivated or not",1,228,0.0043859649122807,4779,0.000209248796819418,0.00459521370910012,NA,NA,NA,NA
63,160,"no plausible alternative to the primary interpretation","street or avenue",1,14583,6.85729959541932e-05,228,0.0043859649122807,0.0044545379082349,NA,NA,NA,NA
112,130,"plaza","primary interpretation is the best assessment of a very ambiguous situation",4,1218,0.00328407224958949,5305,0.000754005655042413,0.0040380779046319,1,0.00230414746543779,0.000851063829787234,0.00315521129522502
77,58,"occupation without durable structures","no plausible alternative to the pirmary interpretation",4,1165,0.00343347639484979,13644,0.000293169158604515,0.0037266455534543,1,0.0031055900621118,0.000291545189504373,0.00339713525161617
180,178,"simple platform","unoccupied, not clear if cultivated or not",2,623,0.00321027287319422,4779,0.000418497593638837,0.00362877046683306,1,0.00598802395209581,0.00167224080267559,0.00766026475477139
57,38,"no plausible alternative to the primary interpretation","low status residential, no obvious occupational specialization",7,14583,0.000480010971679353,2287,0.00306077831219939,0.00354078928387874,2,0.000539083557951483,0.00330578512396694,0.00384486868191842
12,55,"apartment compound","no plausible alternative to the pirmary interpretation",12,4705,0.00255047821466525,13644,0.000879507475813544,0.00342998569047879,5,0.00213949507916132,0.00145772594752187,0.00359722102668318
189,63,"temple base (incl. platforms & multi-tiered platforms)","no plausible alternative to the pirmary interpretation",2,614,0.00325732899022801,13644,0.000146584579302257,0.00340391356953027,1,0.00393700787401575,0.000291545189504373,0.00422855306352012
17,40,"apartment compound","low status residential, no obvious occupational specialization",5,4705,0.00106269925611052,2287,0.00218627022299956,0.00324896947911008,4,0.00171159606332905,0.00661157024793388,0.00832316631126294
16,125,"apartment compound","primary interpretation is the best assessment of a very ambiguous situation",8,4705,0.00170031880977683,5305,0.00150801131008483,0.00320833011986166,4,0.00171159606332905,0.00340425531914894,0.00511585138247799
28,173,"casa humilde","unoccupied, not clear if cultivated or not",5,2358,0.00212044105173876,4779,0.00104624398409709,0.00316668503583585,1,0.00163398692810458,0.00167224080267559,0.00330622773078016
32,96,"casa humilde","platform of probable religious significance",2,2358,0.000848176420695505,879,0.00227531285551763,0.00312348927621314,1,0.00163398692810458,0.00371747211895911,0.00535145904706368
114,61,"plaza","no plausible alternative to the pirmary interpretation",3,1218,0.00246305418719212,13644,0.000219876868953386,0.0026829310561455,1,0.00230414746543779,0.000291545189504373,0.00259569265494216
116,177,"plaza","unoccupied, not clear if cultivated or not",2,1218,0.00164203612479475,4779,0.000418497593638837,0.00206053371843358,NA,NA,NA,NA
190,149,"temple base (incl. platforms & multi-tiered platforms)","residence of uncertain status",1,614,0.00162866449511401,2533,0.000394788787998421,0.00202345328311243,NA,NA,NA,NA
80,97,"occupation without durable structures","platform of probable religious significance",1,1165,0.000858369098712446,879,0.00113765642775882,0.00199602552647126,NA,NA,NA,NA
181,34,"simple platform","intermediate status residence",1,623,0.00160513643659711,3924,0.000254841997961264,0.00185997843455837,NA,NA,NA,NA
191,182,"temple base (incl. platforms & multi-tiered platforms)","unoccupied, not clear if cultivated or not",1,614,0.00162866449511401,4779,0.000209248796819418,0.00183791329193342,1,0.00393700787401575,0.00167224080267559,0.00560924867669133
151,26,"probably not occupied or utilized in this period","high status residence",1,6729,0.000148610491900728,636,0.00157232704402516,0.00172093753592589,NA,NA,NA,NA
136,98,"primary interpretation is the best assessment of a very ambiguous situation","platform of probable religious significance",1,4655,0.000214822771213749,879,0.00113765642775882,0.00135247919897257,NA,NA,NA,NA
134,41,"primary interpretation is the best assessment of a very ambiguous situation","low status residential, no obvious occupational specialization",2,4655,0.000429645542427497,2287,0.000874508089199825,0.00130415363162732,1,0.00098135426889107,0.00165289256198347,0.00263424683087454
132,176,"primary interpretation is the best assessment of a very ambiguous situation","unoccupied, not clear if cultivated or not",3,4655,0.000644468313641246,4779,0.000627746390458255,0.0012722147040995,1,0.00098135426889107,0.00167224080267559,0.00265359507156665
118,148,"plaza","residence of uncertain status",1,1218,0.000821018062397373,2533,0.000394788787998421,0.00121580685039579,NA,NA,NA,NA
146,33,"probably not occupied or utilized in this period","intermediate status residence",3,6729,0.000445831475702185,3924,0.000764525993883792,0.00121035746958598,NA,NA,NA,NA
60,174,"no plausible alternative to the primary interpretation","unoccupied, not clear if cultivated or not",4,14583,0.000274291983816773,4779,0.000836995187277673,0.00111128717109445,NA,NA,NA,NA
145,59,"probably not occupied or utilized in this period","no plausible alternative to the pirmary interpretation",4,6729,0.000594441967602913,13644,0.000293169158604515,0.000887611126207427,NA,NA,NA,NA
168,181,"room group","unoccupied, not clear if cultivated or not",1,2458,0.000406834825061025,4779,0.000209248796819418,0.000616083621880444,NA,NA,NA,NA
